Direct solar radiation mean [W/m2],Date,monthly_mean
148.6,2015-02-22,35.98
0.9,2015-02-23,35.98
0.7,2015-02-24,35.98
0.4,2015-02-25,35.98
0.4,2015-02-26,35.98
0.3,2015-02-27,35.98
0.4,2015-02-28,35.98
1.8,2015-03-01,117.47
123.8,2015-03-02,117.47
0.6,2015-03-03,117.47
0.9,2015-03-04,117.47
21.7,2015-03-05,117.47
0.5,2015-03-06,117.47
0.7,2015-03-07,117.47
4.2,2015-03-08,117.47
251.2,2015-03-09,117.47
0.6,2015-03-10,117.47
230.8,2015-03-11,117.47
196.1,2015-03-12,117.47
27.3,2015-03-13,117.47
159.5,2015-03-14,117.47
27.1,2015-03-15,117.47
124.3,2015-03-16,117.47
335.7,2015-03-17,117.47
256.4,2015-03-18,117.47
215.7,2015-03-19,117.47
39.0,2015-03-20,117.47
15.5,2015-03-21,117.47
204.3,2015-03-22,117.47
8.1,2015-03-23,117.47
253.5,2015-03-24,117.47
126.9,2015-03-25,117.47
2.1,2015-03-26,117.47
16.3,2015-03-27,117.47
343.3,2015-03-28,117.47
288.4,2015-03-29,117.47
362.5,2015-03-30,117.47
2.9,2015-03-31,117.47
39.0,2015-04-01,122.29
249.9,2015-04-02,122.29
91.7,2015-04-03,122.29
248.6,2015-04-04,122.29
281.5,2015-04-05,122.29
433.1,2015-04-06,122.29
58.8,2015-04-07,122.29
309.8,2015-04-08,122.29
376.0,2015-04-09,122.29
65.4,2015-04-10,122.29
0.7,2015-04-11,122.29
105.4,2015-04-12,122.29
0.6,2015-04-13,122.29
279.2,2015-04-14,122.29
2.1,2015-04-15,122.29
152.2,2015-04-16,122.29
117.3,2015-04-17,122.29
32.7,2015-04-18,122.29
137.5,2015-04-19,122.29
234.8,2015-04-20,122.29
1.0,2015-04-21,122.29
1.6,2015-04-22,122.29
2.5,2015-04-23,122.29
146.4,2015-04-24,122.29
8.5,2015-04-25,122.29
153.9,2015-04-26,122.29
1.0,2015-04-27,122.29
11.2,2015-04-28,122.29
0.5,2015-04-29,122.29
125.7,2015-04-30,122.29
262.3,2015-05-01,191.66
101.5,2015-05-02,191.66
47.0,2015-05-03,191.66
185.4,2015-05-04,191.66
109.0,2015-05-05,191.66
0.8,2015-05-06,191.66
462.0,2015-05-07,191.66
2.4,2015-05-08,191.66
281.1,2015-05-09,191.66
64.6,2015-05-10,191.66
201.5,2015-05-11,191.66
83.8,2015-05-12,191.66
396.8,2015-05-13,191.66
85.3,2015-05-14,191.66
300.2,2015-05-15,191.66
350.3,2015-05-16,191.66
1.5,2015-05-17,191.66
22.8,2015-05-18,191.66
357.6,2015-05-19,191.66
279.3,2015-05-20,191.66
286.4,2015-05-21,191.66
173.0,2015-05-22,191.66
383.7,2015-05-23,191.66
346.5,2015-05-24,191.66
178.2,2015-05-25,191.66
99.6,2015-05-26,191.66
388.6,2015-05-27,191.66
1.3,2015-05-28,191.66
8.5,2015-05-29,191.66
273.0,2015-05-30,191.66
207.5,2015-05-31,191.66
78.4,2015-06-01,122.68
133.2,2015-06-02,122.68
375.7,2015-06-03,122.68
209.1,2015-06-04,122.68
73.0,2015-06-05,122.68
6.8,2015-06-06,122.68
33.9,2015-06-07,122.68
31.7,2015-06-08,122.68
37.2,2015-06-09,122.68
307.4,2015-06-10,122.68
22.3,2015-06-11,122.68
221.2,2015-06-12,122.68
23.4,2015-06-13,122.68
216.8,2015-06-14,122.68
171.3,2015-06-15,122.68
388.5,2015-06-16,122.68
46.8,2015-06-17,122.68
3.5,2015-06-18,122.68
7.3,2015-06-19,122.68
0.7,2015-06-20,122.68
0.6,2015-06-21,122.68
132.5,2015-06-22,122.68
295.2,2015-06-23,122.68
185.9,2015-06-24,122.68
166.5,2015-06-25,122.68
19.0,2015-06-26,122.68
0.4,2015-06-27,122.68
15.8,2015-06-28,122.68
433.1,2015-06-29,122.68
43.2,2015-06-30,122.68
0.6,2015-07-01,195.04
115.6,2015-07-02,195.04
13.4,2015-07-03,195.04
281.6,2015-07-04,195.04
593.2,2015-07-05,195.04
221.3,2015-07-06,195.04
78.5,2015-07-07,195.04
489.9,2015-07-08,195.04
362.2,2015-07-09,195.04
632.1,2015-07-10,195.04
48.6,2015-07-11,195.04
17.3,2015-07-12,195.04
98.6,2015-07-13,195.04
71.9,2015-07-14,195.04
161.9,2015-07-15,195.04
340.8,2015-07-16,195.04
523.2,2015-07-17,195.04
41.6,2015-07-18,195.04
1.4,2015-07-19,195.04
15.7,2015-07-20,195.04
213.6,2015-07-21,195.04
209.0,2015-07-22,195.04
137.8,2015-07-23,195.04
398.1,2015-07-24,195.04
327.0,2015-07-25,195.04
331.0,2015-07-26,195.04
109.4,2015-07-27,195.04
88.5,2015-07-28,195.04
24.3,2015-07-29,195.04
42.5,2015-07-30,195.04
55.6,2015-07-31,195.04
144.5,2015-08-01,192.58
256.9,2015-08-02,192.58
218.8,2015-08-03,192.58
190.0,2015-08-04,192.58
314.6,2015-08-05,192.58
14.0,2015-08-06,192.58
280.4,2015-08-07,192.58
19.8,2015-08-08,192.58
3.1,2015-08-09,192.58
10.5,2015-08-10,192.58
110.4,2015-08-11,192.58
272.6,2015-08-12,192.58
210.5,2015-08-13,192.58
429.8,2015-08-14,192.58
427.9,2015-08-15,192.58
304.2,2015-08-16,192.58
339.4,2015-08-17,192.58
105.5,2015-08-18,192.58
112.4,2015-08-19,192.58
426.7,2015-08-20,192.58
44.6,2015-08-21,192.58
2.1,2015-08-22,192.58
99.6,2015-08-23,192.58
232.5,2015-08-24,192.58
228.5,2015-08-25,192.58
288.1,2015-08-26,192.58
182.9,2015-08-27,192.58
401.7,2015-08-28,192.58
296.0,2015-08-29,192.58
0.8,2015-08-30,192.58
1.1,2015-08-31,192.58
0.4,2015-09-01,74.19
77.6,2015-09-02,74.19
109.3,2015-09-03,74.19
158.8,2015-09-04,74.19
176.1,2015-09-05,74.19
141.6,2015-09-06,74.19
62.9,2015-09-07,74.19
83.2,2015-09-08,74.19
18.7,2015-09-09,74.19
184.7,2015-09-10,74.19
0.8,2015-09-11,74.19
1.1,2015-09-12,74.19
53.7,2015-09-13,74.19
30.3,2015-09-14,74.19
7.2,2015-09-15,74.19
205.2,2015-09-16,74.19
0.6,2015-09-17,74.19
75.7,2015-09-18,74.19
31.6,2015-09-19,74.19
,2015-09-20,74.19
,2015-09-21,74.19
,2015-09-22,74.19
,2015-09-23,74.19
,2015-09-24,74.19
152.8,2015-09-25,74.19
19.4,2015-09-26,74.19
36.4,2015-09-27,74.19
1.1,2015-09-28,74.19
7.4,2015-09-29,74.19
218.2,2015-09-30,74.19
5.7,2015-10-01,115.45
0.4,2015-10-02,115.45
1.5,2015-10-03,115.45
0.2,2015-10-04,115.45
1.5,2015-10-05,115.45
310.5,2015-10-06,115.45
281.0,2015-10-07,115.45
264.3,2015-10-08,115.45
211.2,2015-10-09,115.45
185.4,2015-10-10,115.45
150.7,2015-10-11,115.45
204.2,2015-10-12,115.45
57.7,2015-10-13,115.45
132.9,2015-10-14,115.45
132.2,2015-10-15,115.45
219.3,2015-10-16,115.45
135.1,2015-10-17,115.45
89.7,2015-10-18,115.45
190.1,2015-10-19,115.45
97.7,2015-10-20,115.45
0.4,2015-10-21,115.45
-0.2,2015-10-22,115.45
0.5,2015-10-23,115.45
236.9,2015-10-24,115.45
0.0,2015-10-25,115.45
169.2,2015-10-26,115.45
95.5,2015-10-27,115.45
235.1,2015-10-28,115.45
3.7,2015-10-29,115.45
164.2,2015-10-30,115.45
2.5,2015-10-31,115.45
0.1,2015-11-01,19.71
72.5,2015-11-02,19.71
158.5,2015-11-03,19.71
91.7,2015-11-04,19.71
108.4,2015-11-05,19.71
0.6,2015-11-06,19.71
0.1,2015-11-07,19.71
0.6,2015-11-08,19.71
0.2,2015-11-09,19.71
1.8,2015-11-10,19.71
1.1,2015-11-11,19.71
0.7,2015-11-12,19.71
0.6,2015-11-13,19.71
5.0,2015-11-14,19.71
3.8,2015-11-15,19.71
1.0,2015-11-16,19.71
39.5,2015-11-17,19.71
2.6,2015-11-18,19.71
0.3,2015-11-19,19.71
0.4,2015-11-20,19.71
1.4,2015-11-21,19.71
2.0,2015-11-22,19.71
1.7,2015-11-23,19.71
67.0,2015-11-24,19.71
0.2,2015-11-25,19.71
0.3,2015-11-26,19.71
0.1,2015-11-27,19.71
0.1,2015-11-28,19.71
28.8,2015-11-29,19.71
0.3,2015-11-30,19.71
1.0,2015-12-01,17.73
102.5,2015-12-02,17.73
1.4,2015-12-03,17.73
0.4,2015-12-04,17.73
3.9,2015-12-05,17.73
0.2,2015-12-06,17.73
14.2,2015-12-07,17.73
35.9,2015-12-08,17.73
0.0,2015-12-09,17.73
0.1,2015-12-10,17.73
4.1,2015-12-11,17.73
2.8,2015-12-12,17.73
0.9,2015-12-13,17.73
54.6,2015-12-14,17.73
1.1,2015-12-15,17.73
8.1,2015-12-16,17.73
0.4,2015-12-17,17.73
0.4,2015-12-18,17.73
63.7,2015-12-19,17.73
0.4,2015-12-20,17.73
0.0,2015-12-21,17.73
0.2,2015-12-22,17.73
16.4,2015-12-23,17.73
49.2,2015-12-24,17.73
0.4,2015-12-25,17.73
34.5,2015-12-26,17.73
74.3,2015-12-27,17.73
76.6,2015-12-28,17.73
0.8,2015-12-29,17.73
1.1,2015-12-30,17.73
-0.1,2015-12-31,17.73
-0.1,2016-01-01,25.95
41.4,2016-01-02,25.95
1.0,2016-01-03,25.95
63.4,2016-01-04,25.95
54.0,2016-01-05,25.95
80.4,2016-01-06,25.95
77.3,2016-01-07,25.95
52.4,2016-01-08,25.95
38.9,2016-01-09,25.95
31.4,2016-01-10,25.95
0.0,2016-01-11,25.95
0.1,2016-01-12,25.95
1.7,2016-01-13,25.95
28.8,2016-01-14,25.95
1.8,2016-01-15,25.95
66.9,2016-01-16,25.95
36.5,2016-01-17,25.95
0.8,2016-01-18,25.95
1.2,2016-01-19,25.95
56.8,2016-01-20,25.95
122.2,2016-01-21,25.95
19.2,2016-01-22,25.95
21.1,2016-01-23,25.95
1.0,2016-01-24,25.95
1.5,2016-01-25,25.95
0.9,2016-01-26,25.95
0.8,2016-01-27,25.95
0.6,2016-01-28,25.95
0.8,2016-01-29,25.95
0.9,2016-01-30,25.95
0.7,2016-01-31,25.95
0.8,2016-02-01,26.49
0.9,2016-02-02,26.49
20.9,2016-02-03,26.49
1.2,2016-02-04,26.49
18.1,2016-02-05,26.49
0.8,2016-02-06,26.49
0.9,2016-02-07,26.49
0.2,2016-02-08,26.49
0.4,2016-02-09,26.49
0.6,2016-02-10,26.49
0.3,2016-02-11,26.49
0.6,2016-02-12,26.49
84.9,2016-02-13,26.49
0.1,2016-02-14,26.49
1.0,2016-02-15,26.49
120.9,2016-02-16,26.49
57.9,2016-02-17,26.49
0.2,2016-02-18,26.49
0.4,2016-02-19,26.49
0.0,2016-02-20,26.49
-0.4,2016-02-21,26.49
1.5,2016-02-22,26.49
17.7,2016-02-23,26.49
1.0,2016-02-24,26.49
1.5,2016-02-25,26.49
6.2,2016-02-26,26.49
190.8,2016-02-27,26.49
2.7,2016-02-28,26.49
236.1,2016-02-29,26.49
71.7,2016-03-01,81.0
66.3,2016-03-02,81.0
0.4,2016-03-03,81.0
0.2,2016-03-04,81.0
0.8,2016-03-05,81.0
0.5,2016-03-06,81.0
-0.3,2016-03-07,81.0
23.6,2016-03-08,81.0
37.0,2016-03-09,81.0
1.8,2016-03-10,81.0
1.0,2016-03-11,81.0
2.4,2016-03-12,81.0
2.0,2016-03-13,81.0
80.0,2016-03-14,81.0
208.5,2016-03-15,81.0
183.3,2016-03-16,81.0
144.9,2016-03-17,81.0
199.6,2016-03-18,81.0
227.7,2016-03-19,81.0
168.1,2016-03-20,81.0
98.5,2016-03-21,81.0
347.5,2016-03-22,81.0
2.4,2016-03-23,81.0
1.0,2016-03-24,81.0
0.5,2016-03-25,81.0
1.1,2016-03-26,81.0
210.8,2016-03-27,81.0
41.7,2016-03-28,81.0
259.2,2016-03-29,81.0
28.3,2016-03-30,81.0
100.6,2016-03-31,81.0
47.6,2016-04-01,142.93
352.8,2016-04-02,142.93
1.7,2016-04-03,142.93
249.0,2016-04-04,142.93
0.3,2016-04-05,142.93
52.8,2016-04-06,142.93
21.3,2016-04-07,142.93
39.5,2016-04-08,142.93
7.9,2016-04-09,142.93
272.1,2016-04-10,142.93
288.2,2016-04-11,142.93
315.8,2016-04-12,142.93
330.8,2016-04-13,142.93
382.0,2016-04-14,142.93
87.5,2016-04-15,142.93
215.5,2016-04-16,142.93
0.1,2016-04-17,142.93
26.9,2016-04-18,142.93
48.6,2016-04-19,142.93
4.8,2016-04-20,142.93
257.5,2016-04-21,142.93
206.4,2016-04-22,142.93
134.0,2016-04-23,142.93
144.5,2016-04-24,142.93
91.5,2016-04-25,142.93
1.4,2016-04-26,142.93
128.1,2016-04-27,142.93
111.2,2016-04-28,142.93
221.6,2016-04-29,142.93
246.4,2016-04-30,142.93
447.7,2016-05-01,275.54
352.4,2016-05-02,275.54
422.8,2016-05-03,275.54
478.0,2016-05-04,275.54
476.5,2016-05-05,275.54
439.3,2016-05-06,275.54
347.5,2016-05-07,275.54
454.6,2016-05-08,275.54
411.9,2016-05-09,275.54
397.1,2016-05-10,275.54
352.8,2016-05-11,275.54
420.1,2016-05-12,275.54
353.8,2016-05-13,275.54
0.5,2016-05-14,275.54
2.4,2016-05-15,275.54
65.1,2016-05-16,275.54
102.2,2016-05-17,275.54
160.9,2016-05-18,275.54
104.8,2016-05-19,275.54
257.1,2016-05-20,275.54
272.3,2016-05-21,275.54
351.5,2016-05-22,275.54
237.7,2016-05-23,275.54
468.5,2016-05-24,275.54
154.0,2016-05-25,275.54
58.1,2016-05-26,275.54
141.1,2016-05-27,275.54
6.2,2016-05-28,275.54
1.9,2016-05-29,275.54
379.4,2016-05-30,275.54
423.6,2016-05-31,275.54
461.8,2016-06-01,232.69
368.9,2016-06-02,232.69
407.6,2016-06-03,232.69
294.4,2016-06-04,232.69
140.0,2016-06-05,232.69
328.7,2016-06-06,232.69
441.8,2016-06-07,232.69
289.9,2016-06-08,232.69
132.4,2016-06-09,232.69
101.0,2016-06-10,232.69
346.4,2016-06-11,232.69
451.0,2016-06-12,232.69
448.0,2016-06-13,232.69
422.8,2016-06-14,232.69
467.0,2016-06-15,232.69
0.2,2016-06-16,232.69
103.7,2016-06-17,232.69
6.7,2016-06-18,232.69
73.2,2016-06-19,232.69
229.9,2016-06-20,232.69
350.4,2016-06-21,232.69
131.7,2016-06-22,232.69
13.1,2016-06-23,232.69
16.0,2016-06-24,232.69
178.1,2016-06-25,232.69
201.4,2016-06-26,232.69
-0.1,2016-06-27,232.69
255.3,2016-06-28,232.69
239.7,2016-06-29,232.69
79.6,2016-06-30,232.69
82.4,2016-07-01,163.66
231.9,2016-07-02,163.66
66.3,2016-07-03,163.66
60.6,2016-07-04,163.66
64.1,2016-07-05,163.66
145.8,2016-07-06,163.66
0.4,2016-07-07,163.66
103.4,2016-07-08,163.66
365.1,2016-07-09,163.66
142.3,2016-07-10,163.66
28.2,2016-07-11,163.66
128.4,2016-07-12,163.66
189.2,2016-07-13,163.66
301.0,2016-07-14,163.66
1.2,2016-07-15,163.66
134.1,2016-07-16,163.66
128.9,2016-07-17,163.66
295.4,2016-07-18,163.66
421.5,2016-07-19,163.66
421.6,2016-07-20,163.66
51.8,2016-07-21,163.66
1.4,2016-07-22,163.66
1.4,2016-07-23,163.66
106.1,2016-07-24,163.66
255.2,2016-07-25,163.66
363.1,2016-07-26,163.66
302.3,2016-07-27,163.66
98.3,2016-07-28,163.66
285.4,2016-07-29,163.66
164.1,2016-07-30,163.66
132.7,2016-07-31,163.66
131.9,2016-08-01,120.35
301.7,2016-08-02,120.35
374.6,2016-08-03,120.35
41.3,2016-08-04,120.35
66.1,2016-08-05,120.35
135.0,2016-08-06,120.35
170.2,2016-08-07,120.35
128.2,2016-08-08,120.35
247.3,2016-08-09,120.35
252.4,2016-08-10,120.35
119.8,2016-08-11,120.35
128.5,2016-08-12,120.35
3.5,2016-08-13,120.35
2.8,2016-08-14,120.35
174.6,2016-08-15,120.35
0.5,2016-08-16,120.35
66.2,2016-08-17,120.35
18.2,2016-08-18,120.35
173.2,2016-08-19,120.35
153.9,2016-08-20,120.35
50.4,2016-08-21,120.35
0.5,2016-08-22,120.35
55.3,2016-08-23,120.35
147.8,2016-08-24,120.35
6.3,2016-08-25,120.35
49.6,2016-08-26,120.35
230.9,2016-08-27,120.35
138.6,2016-08-28,120.35
0.3,2016-08-29,120.35
147.6,2016-08-30,120.35
213.8,2016-08-31,120.35
98.9,2016-09-01,128.59
161.9,2016-09-02,128.59
11.7,2016-09-03,128.59
19.7,2016-09-04,128.59
253.5,2016-09-05,128.59
145.7,2016-09-06,128.59
204.5,2016-09-07,128.59
352.9,2016-09-08,128.59
215.1,2016-09-09,128.59
84.6,2016-09-10,128.59
209.8,2016-09-11,128.59
249.7,2016-09-12,128.59
332.1,2016-09-13,128.59
359.6,2016-09-14,128.59
14.2,2016-09-15,128.59
273.7,2016-09-16,128.59
1.1,2016-09-17,128.59
119.0,2016-09-18,128.59
5.7,2016-09-19,128.59
169.1,2016-09-20,128.59
282.4,2016-09-21,128.59
41.6,2016-09-22,128.59
1.2,2016-09-23,128.59
24.3,2016-09-24,128.59
8.7,2016-09-25,128.59
56.1,2016-09-26,128.59
103.7,2016-09-27,128.59
0.0,2016-09-28,128.59
3.7,2016-09-29,128.59
53.6,2016-09-30,128.59
127.0,2016-10-01,74.72
303.0,2016-10-02,74.72
269.7,2016-10-03,74.72
157.4,2016-10-04,74.72
306.5,2016-10-05,74.72
131.2,2016-10-06,74.72
117.6,2016-10-07,74.72
146.8,2016-10-08,74.72
0.1,2016-10-09,74.72
90.9,2016-10-10,74.72
0.8,2016-10-11,74.72
1.2,2016-10-12,74.72
1.4,2016-10-13,74.72
1.4,2016-10-14,74.72
0.4,2016-10-15,74.72
0.5,2016-10-16,74.72
0.1,2016-10-17,74.72
39.8,2016-10-18,74.72
173.9,2016-10-19,74.72
96.6,2016-10-20,74.72
0.1,2016-10-21,74.72
0.1,2016-10-22,74.72
0.4,2016-10-23,74.72
-0.1,2016-10-24,74.72
0.4,2016-10-25,74.72
45.2,2016-10-26,74.72
0.5,2016-10-27,74.72
0.3,2016-10-28,74.72
129.1,2016-10-29,74.72
0.7,2016-10-30,74.72
173.3,2016-10-31,74.72
26.8,2016-11-01,14.67
0.2,2016-11-02,14.67
1.0,2016-11-03,14.67
28.6,2016-11-04,14.67
2.4,2016-11-05,14.67
40.1,2016-11-06,14.67
0.4,2016-11-07,14.67
1.2,2016-11-08,14.67
1.1,2016-11-09,14.67
0.8,2016-11-10,14.67
157.8,2016-11-11,14.67
2.1,2016-11-12,14.67
1.8,2016-11-13,14.67
25.8,2016-11-14,14.67
0.0,2016-11-15,14.67
0.6,2016-11-16,14.67
0.7,2016-11-17,14.67
0.1,2016-11-18,14.67
1.0,2016-11-19,14.67
0.5,2016-11-20,14.67
0.1,2016-11-21,14.67
-0.1,2016-11-22,14.67
0.4,2016-11-23,14.67
0.4,2016-11-24,14.67
0.7,2016-11-25,14.67
16.8,2016-11-26,14.67
0.4,2016-11-27,14.67
22.1,2016-11-28,14.67
74.8,2016-11-29,14.67
31.6,2016-11-30,14.67
80.4,2016-12-01,14.87
0.7,2016-12-02,14.87
4.2,2016-12-03,14.87
54.5,2016-12-04,14.87
34.6,2016-12-05,14.87
92.3,2016-12-06,14.87
1.2,2016-12-07,14.87
1.7,2016-12-08,14.87
0.6,2016-12-09,14.87
31.7,2016-12-10,14.87
2.2,2016-12-11,14.87
39.2,2016-12-12,14.87
1.5,2016-12-13,14.87
1.0,2016-12-14,14.87
1.0,2016-12-15,14.87
1.6,2016-12-16,14.87
1.7,2016-12-17,14.87
1.2,2016-12-18,14.87
1.1,2016-12-19,14.87
0.8,2016-12-20,14.87
0.4,2016-12-21,14.87
0.4,2016-12-22,14.87
0.7,2016-12-23,14.87
0.5,2016-12-24,14.87
1.1,2016-12-25,14.87
3.4,2016-12-26,14.87
23.7,2016-12-27,14.87
75.4,2016-12-28,14.87
1.0,2016-12-29,14.87
0.8,2016-12-30,14.87
0.3,2016-12-31,14.87
30.9,2017-01-01,21.73
1.1,2017-01-02,21.73
4.5,2017-01-03,21.73
79.0,2017-01-04,21.73
97.0,2017-01-05,21.73
78.7,2017-01-06,21.73
0.8,2017-01-07,21.73
1.2,2017-01-08,21.73
10.3,2017-01-09,21.73
0.5,2017-01-10,21.73
0.0,2017-01-11,21.73
-0.3,2017-01-12,21.73
0.6,2017-01-13,21.73
10.2,2017-01-14,21.73
1.5,2017-01-15,21.73
2.2,2017-01-16,21.73
1.4,2017-01-17,21.73
0.9,2017-01-18,21.73
41.3,2017-01-19,21.73
1.4,2017-01-20,21.73
64.6,2017-01-21,21.73
51.2,2017-01-22,21.73
1.4,2017-01-23,21.73
53.3,2017-01-24,21.73
1.0,2017-01-25,21.73
1.0,2017-01-26,21.73
133.8,2017-01-27,21.73
0.8,2017-01-28,21.73
0.3,2017-01-29,21.73
1.5,2017-01-30,21.73
1.5,2017-01-31,21.73
1.2,2017-02-01,70.8
0.5,2017-02-02,70.8
0.5,2017-02-03,70.8
1.4,2017-02-04,70.8
0.4,2017-02-05,70.8
117.9,2017-02-06,70.8
209.6,2017-02-07,70.8
213.2,2017-02-08,70.8
216.1,2017-02-09,70.8
145.4,2017-02-10,70.8
2.8,2017-02-11,70.8
1.8,2017-02-12,70.8
98.2,2017-02-13,70.8
199.4,2017-02-14,70.8
129.5,2017-02-15,70.8
97.1,2017-02-16,70.8
1.7,2017-02-17,70.8
101.8,2017-02-18,70.8
1.3,2017-02-19,70.8
0.9,2017-02-20,70.8
241.9,2017-02-21,70.8
5.6,2017-02-22,70.8
1.7,2017-02-23,70.8
17.7,2017-02-24,70.8
173.1,2017-02-25,70.8
1.0,2017-02-26,70.8
0.6,2017-02-27,70.8
0.2,2017-02-28,70.8
1.7,2017-03-01,135.74
1.3,2017-03-02,135.74
8.0,2017-03-03,135.74
84.2,2017-03-04,135.74
285.5,2017-03-05,135.74
300.9,2017-03-06,135.74
13.1,2017-03-07,135.74
-0.3,2017-03-08,135.74
0.4,2017-03-09,135.74
1.1,2017-03-10,135.74
286.3,2017-03-11,135.74
173.6,2017-03-12,135.74
130.6,2017-03-13,135.74
0.6,2017-03-14,135.74
184.4,2017-03-15,135.74
322.0,2017-03-16,135.74
11.0,2017-03-17,135.74
70.1,2017-03-18,135.74
364.6,2017-03-19,135.74
294.1,2017-03-20,135.74
0.2,2017-03-21,135.74
3.3,2017-03-22,135.74
361.5,2017-03-23,135.74
222.6,2017-03-24,135.74
23.0,2017-03-25,135.74
127.3,2017-03-26,135.74
159.8,2017-03-27,135.74
225.3,2017-03-28,135.74
296.4,2017-03-29,135.74
254.3,2017-03-30,135.74
1.0,2017-03-31,135.74
0.6,2017-04-01,141.71
0.9,2017-04-02,141.71
5.3,2017-04-03,141.71
81.7,2017-04-04,141.71
94.1,2017-04-05,141.71
321.1,2017-04-06,141.71
40.1,2017-04-07,141.71
51.0,2017-04-08,141.71
52.1,2017-04-09,141.71
86.6,2017-04-10,141.71
89.6,2017-04-11,141.71
118.8,2017-04-12,141.71
18.9,2017-04-13,141.71
233.3,2017-04-14,141.71
204.8,2017-04-15,141.71
145.0,2017-04-16,141.71
235.1,2017-04-17,141.71
400.6,2017-04-18,141.71
271.5,2017-04-19,141.71
99.3,2017-04-20,141.71
201.9,2017-04-21,141.71
90.7,2017-04-22,141.71
158.6,2017-04-23,141.71
138.6,2017-04-24,141.71
135.0,2017-04-25,141.71
224.0,2017-04-26,141.71
208.1,2017-04-27,141.71
355.4,2017-04-28,141.71
100.1,2017-04-29,141.71
88.4,2017-04-30,141.71
460.4,2017-05-01,312.01
506.8,2017-05-02,312.01
504.0,2017-05-03,312.01
525.3,2017-05-04,312.01
400.3,2017-05-05,312.01
434.7,2017-05-06,312.01
310.6,2017-05-07,312.01
129.3,2017-05-08,312.01
168.0,2017-05-09,312.01
227.1,2017-05-10,312.01
321.6,2017-05-11,312.01
459.2,2017-05-12,312.01
309.0,2017-05-13,312.01
349.8,2017-05-14,312.01
347.1,2017-05-15,312.01
548.0,2017-05-16,312.01
2.1,2017-05-17,312.01
17.3,2017-05-18,312.01
388.4,2017-05-19,312.01
372.2,2017-05-20,312.01
539.0,2017-05-21,312.01
186.8,2017-05-22,312.01
310.6,2017-05-23,312.01
339.8,2017-05-24,312.01
181.8,2017-05-25,312.01
332.6,2017-05-26,312.01
4.4,2017-05-27,312.01
295.9,2017-05-28,312.01
465.1,2017-05-29,312.01
190.7,2017-05-30,312.01
44.4,2017-05-31,312.01
222.8,2017-06-01,250.24
211.2,2017-06-02,250.24
542.5,2017-06-03,250.24
536.6,2017-06-04,250.24
0.4,2017-06-05,250.24
291.8,2017-06-06,250.24
447.4,2017-06-07,250.24
0.4,2017-06-08,250.24
171.8,2017-06-09,250.24
351.3,2017-06-10,250.24
188.8,2017-06-11,250.24
0.4,2017-06-12,250.24
5.4,2017-06-13,250.24
452.0,2017-06-14,250.24
477.6,2017-06-15,250.24
160.8,2017-06-16,250.24
289.1,2017-06-17,250.24
44.7,2017-06-18,250.24
410.0,2017-06-19,250.24
54.8,2017-06-20,250.24
256.3,2017-06-21,250.24
332.2,2017-06-22,250.24
205.9,2017-06-23,250.24
17.7,2017-06-24,250.24
186.6,2017-06-25,250.24
115.5,2017-06-26,250.24
87.4,2017-06-27,250.24
435.2,2017-06-28,250.24
525.6,2017-06-29,250.24
484.9,2017-06-30,250.24
377.8,2017-07-01,202.57
126.4,2017-07-02,202.57
100.9,2017-07-03,202.57
23.2,2017-07-04,202.57
149.2,2017-07-05,202.57
103.6,2017-07-06,202.57
478.4,2017-07-07,202.57
236.1,2017-07-08,202.57
244.0,2017-07-09,202.57
337.3,2017-07-10,202.57
3.0,2017-07-11,202.57
141.5,2017-07-12,202.57
1.1,2017-07-13,202.57
314.4,2017-07-14,202.57
527.1,2017-07-15,202.57
473.0,2017-07-16,202.57
143.7,2017-07-17,202.57
412.1,2017-07-18,202.57
5.8,2017-07-19,202.57
171.2,2017-07-20,202.57
294.1,2017-07-21,202.57
226.0,2017-07-22,202.57
345.7,2017-07-23,202.57
114.8,2017-07-24,202.57
13.5,2017-07-25,202.57
191.8,2017-07-26,202.57
226.1,2017-07-27,202.57
76.8,2017-07-28,202.57
122.5,2017-07-29,202.57
197.1,2017-07-30,202.57
101.6,2017-07-31,202.57
308.6,2017-08-01,114.61
133.3,2017-08-02,114.61
359.4,2017-08-03,114.61
16.6,2017-08-04,114.61
114.5,2017-08-05,114.61
3.8,2017-08-06,114.61
72.2,2017-08-07,114.61
204.7,2017-08-08,114.61
202.2,2017-08-09,114.61
97.5,2017-08-10,114.61
312.6,2017-08-11,114.61
95.3,2017-08-12,114.61
20.4,2017-08-13,114.61
374.1,2017-08-14,114.61
243.4,2017-08-15,114.61
131.0,2017-08-16,114.61
5.2,2017-08-17,114.61
13.9,2017-08-18,114.61
6.2,2017-08-19,114.61
205.1,2017-08-20,114.61
85.3,2017-08-21,114.61
55.4,2017-08-22,114.61
1.4,2017-08-23,114.61
153.8,2017-08-24,114.61
34.7,2017-08-25,114.61
56.4,2017-08-26,114.61
31.5,2017-08-27,114.61
165.5,2017-08-28,114.61
27.3,2017-08-29,114.61
21.3,2017-08-30,114.61
0.4,2017-08-31,114.61
81.7,2017-09-01,81.78
8.2,2017-09-02,81.78
208.1,2017-09-03,81.78
252.3,2017-09-04,81.78
331.5,2017-09-05,81.78
181.6,2017-09-06,81.78
1.2,2017-09-07,81.78
1.0,2017-09-08,81.78
1.2,2017-09-09,81.78
