"Observation station","Year","Month","Day","Time [Local time]","Snow depth [cm]","Average temperature [°C]","Precipitation amount [mm]"
"Kittilä Pakatti","2013","1","1","02:00","56","-2","4.6"
"Kittilä Pakatti","2013","1","2","02:00","56","-3.1","-1"
"Kittilä Pakatti","2013","1","3","02:00","55","-5.9","-1"
"Kittilä Pakatti","2013","1","4","02:00","55","-8.7","-1"
"Kittilä Pakatti","2013","1","5","02:00","53","-11","-1"
"Kittilä Pakatti","2013","1","6","02:00","53","-17.4","4.4"
"Kittilä Pakatti","2013","1","7","02:00","58","-14.3","-1"
"Kittilä Pakatti","2013","1","8","02:00","56","-10.5","2.5"
"Kittilä Pakatti","2013","1","9","02:00","59","-8.5","-1"
"Kittilä Pakatti","2013","1","10","02:00","58","-10.5","-1"
"Kittilä Pakatti","2013","1","11","02:00","57","-12.8","-1"
"Kittilä Pakatti","2013","1","12","02:00","57","-6.3","-1"
"Kittilä Pakatti","2013","1","13","02:00","55","-13.5","-1"
"Kittilä Pakatti","2013","1","14","02:00","55","-11.8","-1"
"Kittilä Pakatti","2013","1","15","02:00","54","-23.3","-1"
"Kittilä Pakatti","2013","1","16","02:00","54","-18.2","-1"
"Kittilä Pakatti","2013","1","17","02:00","54","-16.6","-1"
"Kittilä Pakatti","2013","1","18","02:00","54","-9.8","0.4"
"Kittilä Pakatti","2013","1","19","02:00","54","-4.3","0.3"
"Kittilä Pakatti","2013","1","20","02:00","53","-9.5","-1"
"Kittilä Pakatti","2013","1","21","02:00","55","-3.6","-1"
"Kittilä Pakatti","2013","1","22","02:00","54","-7.8","-1"
"Kittilä Pakatti","2013","1","23","02:00","54","-9.1","-1"
"Kittilä Pakatti","2013","1","24","02:00","53","-12.8","-1"
"Kittilä Pakatti","2013","1","25","02:00","53","-26.9","-1"
"Kittilä Pakatti","2013","1","26","02:00","53","-21.9","3"
"Kittilä Pakatti","2013","1","27","02:00","59","-17.1","-1"
"Kittilä Pakatti","2013","1","28","02:00","59","-19.9","8.3"
"Kittilä Pakatti","2013","1","29","02:00","71","-4.2","0.8"
"Kittilä Pakatti","2013","1","30","02:00","69","-3.1","8.6"
"Kittilä Pakatti","2013","1","31","02:00","76","-2.5","8"
"Kittilä Pakatti","2013","2","1","02:00","84","-3","1.2"
"Kittilä Pakatti","2013","2","2","02:00","82","-5.2","0"
"Kittilä Pakatti","2013","2","3","02:00","84","-6.9","2.8"
"Kittilä Pakatti","2013","2","4","02:00","93","-6.1","1.2"
"Kittilä Pakatti","2013","2","5","02:00","94","-6.6","-1"
"Kittilä Pakatti","2013","2","6","02:00","90","-11.8","-1"
"Kittilä Pakatti","2013","2","7","02:00","87","-23.3","-1"
"Kittilä Pakatti","2013","2","8","02:00","86","-16.5","-1"
"Kittilä Pakatti","2013","2","9","02:00","85","-26","-1"
"Kittilä Pakatti","2013","2","10","02:00","85","-27.9","-1"
"Kittilä Pakatti","2013","2","11","02:00","83","-21.4","-1"
"Kittilä Pakatti","2013","2","12","02:00","82","-12.5","-1"
"Kittilä Pakatti","2013","2","13","02:00","81","-8.2","1.9"
"Kittilä Pakatti","2013","2","14","02:00","81","-2.9","-1"
"Kittilä Pakatti","2013","2","15","02:00","77","-1.9","1.6"
"Kittilä Pakatti","2013","2","16","02:00","78","-3.1","0.6"
"Kittilä Pakatti","2013","2","17","02:00","79","-8.3","-1"
"Kittilä Pakatti","2013","2","18","02:00","77","-5.5","-1"
"Kittilä Pakatti","2013","2","19","02:00","78","-14.1","-1"
"Kittilä Pakatti","2013","2","20","02:00","78","-16.1","-1"
"Kittilä Pakatti","2013","2","21","02:00","78","-6.9","1"
"Kittilä Pakatti","2013","2","22","02:00","78","-9.8","-1"
"Kittilä Pakatti","2013","2","23","02:00","77","-1.8","-1"
"Kittilä Pakatti","2013","2","24","02:00","78","1.2","-1"
"Kittilä Pakatti","2013","2","25","02:00","77","1","-1"
"Kittilä Pakatti","2013","2","26","02:00","77","-0.4","1.5"
"Kittilä Pakatti","2013","2","27","02:00","78","-4.3","3.6"
"Kittilä Pakatti","2013","2","28","02:00","80","-6.9","1.2"
"Kittilä Pakatti","2013","3","1","02:00","82","-13.9","-1"
"Kittilä Pakatti","2013","3","2","02:00","80","-18.5","-1"
"Kittilä Pakatti","2013","3","3","02:00","80","-16.9","-1"
"Kittilä Pakatti","2013","3","4","02:00","79","-18.5","-1"
"Kittilä Pakatti","2013","3","5","02:00","80","-16.5","2.6"
"Kittilä Pakatti","2013","3","6","02:00","86","-13.9","-1"
"Kittilä Pakatti","2013","3","7","02:00","86","-10.8","2"
"Kittilä Pakatti","2013","3","8","02:00","88","-10.5","-1"
"Kittilä Pakatti","2013","3","9","02:00","87","-15.3","-1"
"Kittilä Pakatti","2013","3","10","02:00","86","-8.7","-1"
"Kittilä Pakatti","2013","3","11","02:00","85","-13.2","-1"
"Kittilä Pakatti","2013","3","12","02:00","85","-20.5","-1"
"Kittilä Pakatti","2013","3","13","02:00","84","-23","-1"
"Kittilä Pakatti","2013","3","14","02:00","84","-20.7","-1"
"Kittilä Pakatti","2013","3","15","02:00","84","-26.2","-1"
"Kittilä Pakatti","2013","3","16","02:00","83","-17.7","-1"
"Kittilä Pakatti","2013","3","17","02:00","83","-9.9","-1"
"Kittilä Pakatti","2013","3","18","02:00","83","-10.7","-1"
"Kittilä Pakatti","2013","3","19","02:00","83","-17.2","-1"
"Kittilä Pakatti","2013","3","20","02:00","83","-11.5","-1"
"Kittilä Pakatti","2013","3","21","02:00","82","-8.5","-1"
"Kittilä Pakatti","2013","3","22","02:00","82","-3.9","0.2"
"Kittilä Pakatti","2013","3","23","02:00","81","-3.3","-1"
"Kittilä Pakatti","2013","3","24","02:00","81","-2.4","-1"
"Kittilä Pakatti","2013","3","25","02:00","81","-4.6","-1"
"Kittilä Pakatti","2013","3","26","02:00","81","-9","1.7"
"Kittilä Pakatti","2013","3","27","02:00","83","-6.4","0.3"
"Kittilä Pakatti","2013","3","28","02:00","84","-11.9","-1"
"Kittilä Pakatti","2013","3","29","02:00","83","-9.1","-1"
"Kittilä Pakatti","2013","3","30","02:00","83","-7","-1"
"Kittilä Pakatti","2013","3","31","02:00","82","-2.1","0.2"
"Kittilä Pakatti","2013","4","1","03:00","81","-3.7","-1"
"Kittilä Pakatti","2013","4","2","03:00","82","-3.5","0.2"
"Kittilä Pakatti","2013","4","3","03:00","82","-3","0.3"
"Kittilä Pakatti","2013","4","4","03:00","82","-4.2","-1"
"Kittilä Pakatti","2013","4","5","03:00","81","-7.7","-1"
"Kittilä Pakatti","2013","4","6","03:00","81","-5","-1"
"Kittilä Pakatti","2013","4","7","03:00","81","-7.7","-1"
"Kittilä Pakatti","2013","4","8","03:00","81","-9.3","-1"
"Kittilä Pakatti","2013","4","9","03:00","81","-8.6","1.2"
"Kittilä Pakatti","2013","4","10","03:00","82","-3.5","-1"
"Kittilä Pakatti","2013","4","11","03:00","82","-3.8","-1"
"Kittilä Pakatti","2013","4","12","03:00","81","-3.9","0.4"
"Kittilä Pakatti","2013","4","13","03:00","81","1","0.1"
"Kittilä Pakatti","2013","4","14","03:00","78","3.2","4.2"
"Kittilä Pakatti","2013","4","15","03:00","77","3.8","-1"
"Kittilä Pakatti","2013","4","16","03:00","69","1.3","-1"
"Kittilä Pakatti","2013","4","17","03:00","62","1.6","0.9"
"Kittilä Pakatti","2013","4","18","03:00","57","2.4","14.1"
"Kittilä Pakatti","2013","4","19","03:00","59","1.6","4.2"
"Kittilä Pakatti","2013","4","20","03:00","54","1.9","-1"
"Kittilä Pakatti","2013","4","21","03:00","51","2","-1"
"Kittilä Pakatti","2013","4","22","03:00","49","4.3","0.7"
"Kittilä Pakatti","2013","4","23","03:00","44","1.7","5.1"
"Kittilä Pakatti","2013","4","24","03:00","44","1.4","-1"
"Kittilä Pakatti","2013","4","25","03:00","41","2.2","0.5"
"Kittilä Pakatti","2013","4","26","03:00","39","1.6","0.9"
"Kittilä Pakatti","2013","4","27","03:00","38","2","0.4"
"Kittilä Pakatti","2013","4","28","03:00","36","1.5","0.8"
"Kittilä Pakatti","2013","4","29","03:00","35","1.2","6.6"
"Kittilä Pakatti","2013","4","30","03:00","33","2.6","0.5"
"Kittilä Pakatti","2013","5","1","03:00","29","3","-1"
"Kittilä Pakatti","2013","5","2","03:00","26","2.7","-1"
"Kittilä Pakatti","2013","5","3","03:00","23","2.8","1.8"
"Kittilä Pakatti","2013","5","4","03:00","22","1","5.4"
"Kittilä Pakatti","2013","5","5","03:00","22","2.4","-1"
"Kittilä Pakatti","2013","5","6","03:00","20","6","1.1"
"Kittilä Pakatti","2013","5","7","03:00","8","7.2","-1"
"Kittilä Pakatti","2013","5","8","03:00","-1","4.6","-1"
"Kittilä Pakatti","2013","5","9","03:00","-1","4.2","-1"
"Kittilä Pakatti","2013","5","10","03:00","-1","6.6","-1"
"Kittilä Pakatti","2013","5","11","03:00","2","2.7","1.3"
"Kittilä Pakatti","2013","5","12","03:00","2","4.9","-1"
"Kittilä Pakatti","2013","5","13","03:00","-1","5.2","4.9"
"Kittilä Pakatti","2013","5","14","03:00","-1","5.1","8.8"
"Kittilä Pakatti","2013","5","15","03:00","-1","5.6","1.2"
"Kittilä Pakatti","2013","5","16","03:00","-1","11.8","-1"
"Kittilä Pakatti","2013","5","17","03:00","-1","14.8","-1"
"Kittilä Pakatti","2013","5","18","03:00","-1","15.8","0.4"
"Kittilä Pakatti","2013","5","19","03:00","-1","9.9","-1"
"Kittilä Pakatti","2013","5","20","03:00","-1","8.6","0.6"
"Kittilä Pakatti","2013","5","21","03:00","-1","13.4","-1"
"Kittilä Pakatti","2013","5","22","03:00","-1","14.1","-1"
"Kittilä Pakatti","2013","5","23","03:00","-1","12.2","-1"
"Kittilä Pakatti","2013","5","24","03:00","-1","12.5","-1"
"Kittilä Pakatti","2013","5","25","03:00","-1","12.2","-1"
"Kittilä Pakatti","2013","5","26","03:00","-1","9.6","-1"
"Kittilä Pakatti","2013","5","27","03:00","-1","14.6","-1"
"Kittilä Pakatti","2013","5","28","03:00","-1","18.6","-1"
"Kittilä Pakatti","2013","5","29","03:00","-1","19.3","-1"
"Kittilä Pakatti","2013","5","30","03:00","-1","20.5","-1"
"Kittilä Pakatti","2013","5","31","03:00","-1","20.1","-1"
"Kittilä Pakatti","2013","6","1","03:00","-1","19.9","5.4"
"Kittilä Pakatti","2013","6","2","03:00","-1","14.9","4.9"
"Kittilä Pakatti","2013","6","3","03:00","-1","17.4","5"
"Kittilä Pakatti","2013","6","4","03:00","-1","8.7","9"
"Kittilä Pakatti","2013","6","5","03:00","-1","10.8","-1"
"Kittilä Pakatti","2013","6","6","03:00","-1","14.1","-1"
"Kittilä Pakatti","2013","6","7","03:00","-1","16.3","-1"
"Kittilä Pakatti","2013","6","8","03:00","-1","15.7","0.6"
"Kittilä Pakatti","2013","6","9","03:00","-1","14.5","2.1"
"Kittilä Pakatti","2013","6","10","03:00","-1","11.7","0.7"
"Kittilä Pakatti","2013","6","11","03:00","-1","8","-1"
"Kittilä Pakatti","2013","6","12","03:00","-1","5.9","-1"
"Kittilä Pakatti","2013","6","13","03:00","-1","11","-1"
"Kittilä Pakatti","2013","6","14","03:00","-1","11.7","3.4"
"Kittilä Pakatti","2013","6","15","03:00","-1","13.3","-1"
"Kittilä Pakatti","2013","6","16","03:00","-1","12.2","8.8"
"Kittilä Pakatti","2013","6","17","03:00","-1","10.9","15.5"
"Kittilä Pakatti","2013","6","18","03:00","-1","7.7","25.7"
"Kittilä Pakatti","2013","6","19","03:00","-1","10.4","1.5"
"Kittilä Pakatti","2013","6","20","03:00","-1","12.3","7.6"
"Kittilä Pakatti","2013","6","21","03:00","-1","13.3","-1"
"Kittilä Pakatti","2013","6","22","03:00","-1","15.4","8.3"
"Kittilä Pakatti","2013","6","23","03:00","-1","16.1","-1"
"Kittilä Pakatti","2013","6","24","03:00","-1","18.7","-1"
"Kittilä Pakatti","2013","6","25","03:00","-1","18.7","-1"
"Kittilä Pakatti","2013","6","26","03:00","-1","16.9","0.2"
"Kittilä Pakatti","2013","6","27","03:00","-1","12.3","2.8"
"Kittilä Pakatti","2013","6","28","03:00","-1","15.1","0.4"
"Kittilä Pakatti","2013","6","29","03:00","-1","18.8","-1"
"Kittilä Pakatti","2013","6","30","03:00","-1","17.9","18.4"
"Kittilä Pakatti","2013","7","1","03:00","-1","16.4","5.7"
"Kittilä Pakatti","2013","7","2","03:00","-1","16.4","14.1"
"Kittilä Pakatti","2013","7","3","03:00","-1","15.8","-1"
"Kittilä Pakatti","2013","7","4","03:00","-1","15.4","-1"
"Kittilä Pakatti","2013","7","5","03:00","-1","15.7","3.8"
"Kittilä Pakatti","2013","7","6","03:00","-1","16","-1"
"Kittilä Pakatti","2013","7","7","03:00","-1","15.9","-1"
"Kittilä Pakatti","2013","7","8","03:00","-1","14.1","-1"
"Kittilä Pakatti","2013","7","9","03:00","-1","9.7","3.5"
"Kittilä Pakatti","2013","7","10","03:00","-1","12","-1"
"Kittilä Pakatti","2013","7","11","03:00","-1","12.1","-1"
"Kittilä Pakatti","2013","7","12","03:00","-1","11.4","-1"
"Kittilä Pakatti","2013","7","13","03:00","-1","10.4","10.1"
"Kittilä Pakatti","2013","7","14","03:00","-1","12.9","-1"
"Kittilä Pakatti","2013","7","15","03:00","-1","11.8","2.1"
"Kittilä Pakatti","2013","7","16","03:00","-1","10.5","13.4"
"Kittilä Pakatti","2013","7","17","03:00","-1","10.7","-1"
"Kittilä Pakatti","2013","7","18","03:00","-1","11.6","0.8"
"Kittilä Pakatti","2013","7","19","03:00","-1","11.4","0.7"
"Kittilä Pakatti","2013","7","20","03:00","-1","11","2.8"
"Kittilä Pakatti","2013","7","21","03:00","-1","11.9","0.1"
"Kittilä Pakatti","2013","7","22","03:00","-1","11.7","-1"
"Kittilä Pakatti","2013","7","23","03:00","-1","13.2","-1"
"Kittilä Pakatti","2013","7","24","03:00","-1","15.4","-1"
"Kittilä Pakatti","2013","7","25","03:00","-1","16.6","-1"
"Kittilä Pakatti","2013","7","26","03:00","-1","17.4","1.9"
"Kittilä Pakatti","2013","7","27","03:00","-1","17.7","-1"
"Kittilä Pakatti","2013","7","28","03:00","-1","18.7","0.2"
"Kittilä Pakatti","2013","7","29","03:00","-1","18.6","0.6"
"Kittilä Pakatti","2013","7","30","03:00","-1","16.4","0.8"
"Kittilä Pakatti","2013","7","31","03:00","-1","17.4","-1"
"Kittilä Pakatti","2013","8","1","03:00","-1","15.4","1.6"
"Kittilä Pakatti","2013","8","2","03:00","-1","15.4","-1"
"Kittilä Pakatti","2013","8","3","03:00","-1","17.2","-1"
"Kittilä Pakatti","2013","8","4","03:00","-1","18.1","0.1"
"Kittilä Pakatti","2013","8","5","03:00","-1","17.3","0.2"
"Kittilä Pakatti","2013","8","6","03:00","-1","17.2","-1"
"Kittilä Pakatti","2013","8","7","03:00","-1","16.9","1"
"Kittilä Pakatti","2013","8","8","03:00","-1","14.2","-1"
"Kittilä Pakatti","2013","8","9","03:00","-1","11.8","-1"
"Kittilä Pakatti","2013","8","10","03:00","-1","11.2","-1"
"Kittilä Pakatti","2013","8","11","03:00","-1","11.5","0.1"
"Kittilä Pakatti","2013","8","12","03:00","-1","12","-1"
"Kittilä Pakatti","2013","8","13","03:00","-1","13.9","-1"
"Kittilä Pakatti","2013","8","14","03:00","-1","12.7","0.2"
"Kittilä Pakatti","2013","8","15","03:00","-1","12.3","1.1"
"Kittilä Pakatti","2013","8","16","03:00","-1","11.2","-1"
"Kittilä Pakatti","2013","8","17","03:00","-1","11.8","5"
"Kittilä Pakatti","2013","8","18","03:00","-1","14.2","-1"
"Kittilä Pakatti","2013","8","19","03:00","-1","14.3","4.3"
"Kittilä Pakatti","2013","8","20","03:00","-1","14.3","-1"
"Kittilä Pakatti","2013","8","21","03:00","-1","12.1","-1"
"Kittilä Pakatti","2013","8","22","03:00","-1","9.3","1"
"Kittilä Pakatti","2013","8","23","03:00","-1","9.9","-1"
"Kittilä Pakatti","2013","8","24","03:00","-1","14","-1"
"Kittilä Pakatti","2013","8","25","03:00","-1","12.9","-1"
"Kittilä Pakatti","2013","8","26","03:00","-1","13.6","0.2"
"Kittilä Pakatti","2013","8","27","03:00","-1","15.3","-1"
"Kittilä Pakatti","2013","8","28","03:00","-1","12.9","-1"
"Kittilä Pakatti","2013","8","29","03:00","-1","9.2","-1"
"Kittilä Pakatti","2013","8","30","03:00","-1","9.7","-1"
"Kittilä Pakatti","2013","8","31","03:00","-1","10","-1"
"Kittilä Pakatti","2013","9","1","03:00","-1","12.1","-1"
"Kittilä Pakatti","2013","9","2","03:00","-1","11","0.1"
"Kittilä Pakatti","2013","9","3","03:00","-1","11.3","-1"
"Kittilä Pakatti","2013","9","4","03:00","-1","10.5","-1"
"Kittilä Pakatti","2013","9","5","03:00","-1","12.7","-1"
"Kittilä Pakatti","2013","9","6","03:00","-1","14.5","0.1"
"Kittilä Pakatti","2013","9","7","03:00","-1","11.8","-1"
"Kittilä Pakatti","2013","9","8","03:00","-1","7.7","-1"
"Kittilä Pakatti","2013","9","9","03:00","-1","9.6","-1"
"Kittilä Pakatti","2013","9","10","03:00","-1","11.9","-1"
"Kittilä Pakatti","2013","9","11","03:00","-1","9.9","10.1"
"Kittilä Pakatti","2013","9","12","03:00","-1","6.9","-1"
"Kittilä Pakatti","2013","9","13","03:00","-1","9","-1"
"Kittilä Pakatti","2013","9","14","03:00","-1","13.7","-1"
"Kittilä Pakatti","2013","9","15","03:00","-1","13.4","-1"
"Kittilä Pakatti","2013","9","16","03:00","-1","10.4","0.1"
"Kittilä Pakatti","2013","9","17","03:00","-1","11.3","0.1"
"Kittilä Pakatti","2013","9","18","03:00","-1","12.7","0.1"
"Kittilä Pakatti","2013","9","19","03:00","-1","11.5","-1"
"Kittilä Pakatti","2013","9","20","03:00","-1","10.7","-1"
"Kittilä Pakatti","2013","9","21","03:00","-1","9.5","0.9"
"Kittilä Pakatti","2013","9","22","03:00","-1","7.7","-1"
"Kittilä Pakatti","2013","9","23","03:00","-1","5.1","-1"
"Kittilä Pakatti","2013","9","24","03:00","-1","4.1","0.1"
"Kittilä Pakatti","2013","9","25","03:00","-1","2.5","3.3"
"Kittilä Pakatti","2013","9","26","03:00","-1","4.2","5.7"
"Kittilä Pakatti","2013","9","27","03:00","-1","5.5","-1"
"Kittilä Pakatti","2013","9","28","03:00","-1","5","0.2"
"Kittilä Pakatti","2013","9","29","03:00","-1","2.6","-1"
"Kittilä Pakatti","2013","9","30","03:00","-1","1.7","-1"
"Kittilä Pakatti","2013","10","1","03:00","-1","1.1","3.7"
"Kittilä Pakatti","2013","10","2","03:00","-1","6.3","-1"
"Kittilä Pakatti","2013","10","3","03:00","-1","4.4","-1"
"Kittilä Pakatti","2013","10","4","03:00","-1","4.6","-1"
"Kittilä Pakatti","2013","10","5","03:00","-1","6","1.4"
"Kittilä Pakatti","2013","10","6","03:00","-1","5.6","0.2"
"Kittilä Pakatti","2013","10","7","03:00","-1","3.5","-1"
"Kittilä Pakatti","2013","10","8","03:00","-1","-0.5","-1"
"Kittilä Pakatti","2013","10","9","03:00","-1","1.9","18"
"Kittilä Pakatti","2013","10","10","03:00","-1","4","0.3"
"Kittilä Pakatti","2013","10","11","03:00","-1","4.3","0.4"
"Kittilä Pakatti","2013","10","12","03:00","-1","7.1","0.5"
"Kittilä Pakatti","2013","10","13","03:00","-1","1.7","0.6"
"Kittilä Pakatti","2013","10","14","03:00","-1","0.5","-1"
"Kittilä Pakatti","2013","10","15","03:00","-1","-0.4","1.1"
"Kittilä Pakatti","2013","10","16","03:00","0","-4.7","-1"
"Kittilä Pakatti","2013","10","17","03:00","-1","-10.6","-1"
"Kittilä Pakatti","2013","10","18","03:00","0","-7.4","-1"
"Kittilä Pakatti","2013","10","19","03:00","0","-7.1","0.1"
"Kittilä Pakatti","2013","10","20","03:00","0","-1.7","-1"
"Kittilä Pakatti","2013","10","21","03:00","0","-4.3","-1"
"Kittilä Pakatti","2013","10","22","03:00","-1","-4.9","1.7"
"Kittilä Pakatti","2013","10","23","03:00","2","-1.9","4.9"
"Kittilä Pakatti","2013","10","24","03:00","7","-3.9","3"
"Kittilä Pakatti","2013","10","25","03:00","10","-2.4","6.8"
"Kittilä Pakatti","2013","10","26","03:00","19","-4.3","4.1"
"Kittilä Pakatti","2013","10","27","03:00","21","-1","2.8"
"Kittilä Pakatti","2013","10","28","02:00","18","1.4","8.8"
"Kittilä Pakatti","2013","10","29","02:00","11","2.4","5.4"
"Kittilä Pakatti","2013","10","30","02:00","7","0.9","3.8"
"Kittilä Pakatti","2013","10","31","02:00","5","-1.5","-1"
"Kittilä Pakatti","2013","11","1","02:00","5","-3.9","0.4"
"Kittilä Pakatti","2013","11","2","02:00","6","-2.1","0.1"
"Kittilä Pakatti","2013","11","3","02:00","5","-0.9","0.5"
"Kittilä Pakatti","2013","11","4","02:00","6","-1.1","4.5"
"Kittilä Pakatti","2013","11","5","02:00","11","-1.7","0.6"
"Kittilä Pakatti","2013","11","6","02:00","11","-2.9","0.6"
"Kittilä Pakatti","2013","11","7","02:00","10","-3","0.3"
"Kittilä Pakatti","2013","11","8","02:00","10","-4.9","0.2"
"Kittilä Pakatti","2013","11","9","02:00","10","-4.1","2.2"
"Kittilä Pakatti","2013","11","10","02:00","12","-1.8","4"
"Kittilä Pakatti","2013","11","11","02:00","15","-6.9","-1"
"Kittilä Pakatti","2013","11","12","02:00","14","-2.9","0.4"
"Kittilä Pakatti","2013","11","13","02:00","14","-5","0.2"
"Kittilä Pakatti","2013","11","14","02:00","13","-10.7","-1"
"Kittilä Pakatti","2013","11","15","02:00","14","-8","3.8"
"Kittilä Pakatti","2013","11","16","02:00","17","-2.6","7.2"
"Kittilä Pakatti","2013","11","17","02:00","24","-4.8","0.8"
"Kittilä Pakatti","2013","11","18","02:00","24","-3.8","-1"
"Kittilä Pakatti","2013","11","19","02:00","23","-8","-1"
"Kittilä Pakatti","2013","11","20","02:00","22","-19.3","-1"
"Kittilä Pakatti","2013","11","21","02:00","22","-21.7","-1"
"Kittilä Pakatti","2013","11","22","02:00","22","-13.6","0.1"
"Kittilä Pakatti","2013","11","23","02:00","21","-11.7","-1"
"Kittilä Pakatti","2013","11","24","02:00","21","-14","0.5"
"Kittilä Pakatti","2013","11","25","02:00","22","-4.4","-1"
"Kittilä Pakatti","2013","11","26","02:00","22","-5.7","14.7"
"Kittilä Pakatti","2013","11","27","02:00","34","-4.3","6.7"
"Kittilä Pakatti","2013","11","28","02:00","39","-4.4","0.1"
"Kittilä Pakatti","2013","11","29","02:00","37","-14.4","2.2"
"Kittilä Pakatti","2013","11","30","02:00","39","-12.3","-1"
"Kittilä Pakatti","2013","12","1","02:00","37","-18","-1"
"Kittilä Pakatti","2013","12","2","02:00","36","-12.2","0.6"
"Kittilä Pakatti","2013","12","3","02:00","36","-2.7","1.5"
"Kittilä Pakatti","2013","12","4","02:00","35","-8.3","1.9"
"Kittilä Pakatti","2013","12","5","02:00","37","-12.2","1.4"
"Kittilä Pakatti","2013","12","6","02:00","38","-10.2","-1"
"Kittilä Pakatti","2013","12","7","02:00","37","-17.4","-1"
"Kittilä Pakatti","2013","12","8","02:00","37","-34.1","-1"
"Kittilä Pakatti","2013","12","9","02:00","37","-34.6","-1"
"Kittilä Pakatti","2013","12","10","02:00","37","-11.7","2"
"Kittilä Pakatti","2013","12","11","02:00","38","0.5","0.6"
"Kittilä Pakatti","2013","12","12","02:00","38","-1.7","-1"
"Kittilä Pakatti","2013","12","13","02:00","38","-5.9","-1"
"Kittilä Pakatti","2013","12","14","02:00","37","-18.4","0.9"
"Kittilä Pakatti","2013","12","15","02:00","38","-6.4","1.4"
"Kittilä Pakatti","2013","12","16","02:00","38","-2","1.5"
"Kittilä Pakatti","2013","12","17","02:00","40","-8.2","-1"
"Kittilä Pakatti","2013","12","18","02:00","39","-21.4","-1"
"Kittilä Pakatti","2013","12","19","02:00","39","-10.7","10"
"Kittilä Pakatti","2013","12","20","02:00","49","-2.2","5.1"
"Kittilä Pakatti","2013","12","21","02:00","51","-6.9","-1"
"Kittilä Pakatti","2013","12","22","02:00","50","-5","0.6"
"Kittilä Pakatti","2013","12","23","02:00","50","-4.7","0.1"
"Kittilä Pakatti","2013","12","24","02:00","47","-5.7","5.5"
"Kittilä Pakatti","2013","12","25","02:00","53","0.2","3.1"
"Kittilä Pakatti","2013","12","26","02:00","48","1.6","0.3"
"Kittilä Pakatti","2013","12","27","02:00","46","-0.1","3.1"
"Kittilä Pakatti","2013","12","28","02:00","46","0.3","3"
"Kittilä Pakatti","2013","12","29","02:00","45","1.2","1.4"
"Kittilä Pakatti","2013","12","30","02:00","42","-0.3","1.5"
"Kittilä Pakatti","2013","12","31","02:00","42","-2.3","7.9"
"Kittilä Pakatti","2014","1","1","02:00","50","-5.2","2"
"Kittilä Pakatti","2014","1","2","02:00","50","-3.2","2.4"
"Kittilä Pakatti","2014","1","3","02:00","49","-0.9","0.2"
"Kittilä Pakatti","2014","1","4","02:00","49","-2.3","0.4"
"Kittilä Pakatti","2014","1","5","02:00","48","-0.9","0.9"
"Kittilä Pakatti","2014","1","6","02:00","49","-1.3","1.8"
"Kittilä Pakatti","2014","1","7","02:00","50","-2.1","5.5"
"Kittilä Pakatti","2014","1","8","02:00","54","-2.4","9.5"
"Kittilä Pakatti","2014","1","9","02:00","63","-10.2","2"
"Kittilä Pakatti","2014","1","10","02:00","63","-19.2","-1"
"Kittilä Pakatti","2014","1","11","02:00","62","-21.9","-1"
"Kittilä Pakatti","2014","1","12","02:00","61","-19.2","-1"
"Kittilä Pakatti","2014","1","13","02:00","60","-16.8","-1"
"Kittilä Pakatti","2014","1","14","02:00","59","-26.4","0.2"
"Kittilä Pakatti","2014","1","15","02:00","60","-17.7","0.1"
"Kittilä Pakatti","2014","1","16","02:00","59","-18.6","-1"
"Kittilä Pakatti","2014","1","17","02:00","58","-26.5","-1"
"Kittilä Pakatti","2014","1","18","02:00","59","-33","-1"
"Kittilä Pakatti","2014","1","19","02:00","59","-34.3","-1"
"Kittilä Pakatti","2014","1","20","02:00","59","-22.4","-1"
"Kittilä Pakatti","2014","1","21","02:00","58","-10.8","0.1"
"Kittilä Pakatti","2014","1","22","02:00","58","-15.2","0.1"
"Kittilä Pakatti","2014","1","23","02:00","62","-12.8","0.4"
"Kittilä Pakatti","2014","1","24","02:00","64","-21.2","-1"
"Kittilä Pakatti","2014","1","25","02:00","64","-21.7","0.1"
"Kittilä Pakatti","2014","1","26","02:00","62","-12.2","-1"
"Kittilä Pakatti","2014","1","27","02:00","64","-12.1","0.5"
"Kittilä Pakatti","2014","1","28","02:00","68","-14.2","0.1"
"Kittilä Pakatti","2014","1","29","02:00","67","-11.7","0.3"
"Kittilä Pakatti","2014","1","30","02:00","67","-12.2","-1"
"Kittilä Pakatti","2014","1","31","02:00","65","-17.9","-1"
"Kittilä Pakatti","2014","2","1","02:00","62","-18.9","1.5"
"Kittilä Pakatti","2014","2","2","02:00","64","-9.7","2.4"
"Kittilä Pakatti","2014","2","3","02:00","64","-3.2","0.3"
"Kittilä Pakatti","2014","2","4","02:00","62","-3.4","-1"
"Kittilä Pakatti","2014","2","5","02:00","61","-3.1","0.4"
"Kittilä Pakatti","2014","2","6","02:00","62","-4.4","-1"
"Kittilä Pakatti","2014","2","7","02:00","61","-7.1","0.3"
"Kittilä Pakatti","2014","2","8","02:00","60","-4.4","3.8"
"Kittilä Pakatti","2014","2","9","02:00","64","-0.3","0.5"
"Kittilä Pakatti","2014","2","10","02:00","64","0.5","0.2"
"Kittilä Pakatti","2014","2","11","02:00","62","0","3.4"
"Kittilä Pakatti","2014","2","12","02:00","65","-1.2","0.6"
