Direct solar radiation mean [W/m2],Date,monthly_mean
154.0,2021-07-23,248.1451612903226
106.8,2021-07-24,248.1451612903226
9.0,2021-07-25,248.1451612903226
75.4,2021-07-26,248.1451612903226
336.7,2021-07-27,248.1451612903226
432.9,2021-07-28,248.1451612903226
68.5,2021-07-29,248.1451612903226
0.2,2021-07-30,248.1451612903226
154.9,2021-07-31,248.1451612903226
52.2,2021-08-01,112.28709677419356
346.8,2021-08-02,112.28709677419356
22.4,2021-08-03,112.28709677419356
38.5,2021-08-04,112.28709677419356
242.6,2021-08-05,112.28709677419356
188.5,2021-08-06,112.28709677419356
402.2,2021-08-07,112.28709677419356
241.9,2021-08-08,112.28709677419356
0.2,2021-08-09,112.28709677419356
21.1,2021-08-10,112.28709677419356
79.4,2021-08-11,112.28709677419356
58.1,2021-08-12,112.28709677419356
157.8,2021-08-13,112.28709677419356
148.0,2021-08-14,112.28709677419356
-0.1,2021-08-15,112.28709677419356
0.8,2021-08-16,112.28709677419356
54.5,2021-08-17,112.28709677419356
27.2,2021-08-18,112.28709677419356
26.6,2021-08-19,112.28709677419356
4.6,2021-08-20,112.28709677419356
3.3,2021-08-21,112.28709677419356
2.8,2021-08-22,112.28709677419356
31.9,2021-08-23,112.28709677419356
37.9,2021-08-24,112.28709677419356
22.5,2021-08-25,112.28709677419356
215.8,2021-08-26,112.28709677419356
403.6,2021-08-27,112.28709677419356
187.4,2021-08-28,112.28709677419356
316.5,2021-08-29,112.28709677419356
14.9,2021-08-30,112.28709677419356
131.0,2021-08-31,112.28709677419356
136.4,2021-09-01,79.28999999999999
43.2,2021-09-02,79.28999999999999
3.7,2021-09-03,79.28999999999999
203.7,2021-09-04,79.28999999999999
161.4,2021-09-05,79.28999999999999
21.0,2021-09-06,79.28999999999999
11.1,2021-09-07,79.28999999999999
7.3,2021-09-08,79.28999999999999
225.4,2021-09-09,79.28999999999999
359.4,2021-09-10,79.28999999999999
367.4,2021-09-11,79.28999999999999
127.4,2021-09-12,79.28999999999999
0.5,2021-09-13,79.28999999999999
0.6,2021-09-14,79.28999999999999
1.5,2021-09-15,79.28999999999999
3.5,2021-09-16,79.28999999999999
1.5,2021-09-17,79.28999999999999
0.8,2021-09-18,79.28999999999999
9.7,2021-09-19,79.28999999999999
180.6,2021-09-20,79.28999999999999
7.1,2021-09-21,79.28999999999999
17.1,2021-09-22,79.28999999999999
1.9,2021-09-23,79.28999999999999
0.1,2021-09-24,79.28999999999999
11.0,2021-09-25,79.28999999999999
108.0,2021-09-26,79.28999999999999
137.2,2021-09-27,79.28999999999999
226.5,2021-09-28,79.28999999999999
3.3,2021-09-29,79.28999999999999
0.4,2021-09-30,79.28999999999999
1.5,2021-10-01,15.983870967741936
0.0,2021-10-02,15.983870967741936
51.8,2021-10-03,15.983870967741936
0.1,2021-10-04,15.983870967741936
1.4,2021-10-05,15.983870967741936
-0.1,2021-10-06,15.983870967741936
0.4,2021-10-07,15.983870967741936
11.7,2021-10-08,15.983870967741936
1.4,2021-10-09,15.983870967741936
0.7,2021-10-10,15.983870967741936
2.6,2021-10-11,15.983870967741936
1.1,2021-10-12,15.983870967741936
115.1,2021-10-13,15.983870967741936
1.5,2021-10-14,15.983870967741936
1.0,2021-10-15,15.983870967741936
0.6,2021-10-16,15.983870967741936
1.0,2021-10-17,15.983870967741936
50.3,2021-10-18,15.983870967741936
166.1,2021-10-19,15.983870967741936
3.0,2021-10-20,15.983870967741936
0.3,2021-10-21,15.983870967741936
6.7,2021-10-22,15.983870967741936
10.6,2021-10-23,15.983870967741936
58.9,2021-10-24,15.983870967741936
0.9,2021-10-25,15.983870967741936
1.2,2021-10-26,15.983870967741936
1.3,2021-10-27,15.983870967741936
0.7,2021-10-28,15.983870967741936
0.8,2021-10-29,15.983870967741936
1.5,2021-10-30,15.983870967741936
1.4,2021-10-31,15.983870967741936
0.4,2021-11-01,15.620000000000001
0.1,2021-11-02,15.620000000000001
0.4,2021-11-03,15.620000000000001
1.0,2021-11-04,15.620000000000001
1.6,2021-11-05,15.620000000000001
