"Observation station","Year","Month","Day","Time [Local time]","Precipitation amount [mm]","Snow depth [cm]","Average temperature [°C]"
"Jämsä Halli airport","2000","3","18","02:00","0.2","55","-1.1"
"Jämsä Halli airport","2000","3","19","02:00","-1","55","-0.7"
"Jämsä Halli airport","2000","3","20","02:00","-1","55","2.8"
"Jämsä Halli airport","2000","3","21","02:00","1.2","51","2.1"
"Jämsä Halli airport","2000","3","22","02:00","-1","54","0.3"
"Jämsä Halli airport","2000","3","23","02:00","0","51","-1.2"
"Jämsä Halli airport","2000","3","24","02:00","-1","51","-0.7"
"Jämsä Halli airport","2000","3","25","02:00","-1","50","-2.5"
"Jämsä Halli airport","2000","3","26","02:00","-1","50","-4.8"
"Jämsä Halli airport","2000","3","27","03:00","-1","50","-6"
"Jämsä Halli airport","2000","3","28","03:00","-1","50","-5.7"
"Jämsä Halli airport","2000","3","29","03:00","-1","50","-2.5"
"Jämsä Halli airport","2000","3","30","03:00","-1","50","4.1"
"Jämsä Halli airport","2000","3","31","03:00","-1","45","4.1"
"Jämsä Halli airport","2000","4","1","03:00","0.2","43","1.1"
"Jämsä Halli airport","2000","4","2","03:00","0","41","-4.2"
"Jämsä Halli airport","2000","4","3","03:00","0.3","41","-2.3"
"Jämsä Halli airport","2000","4","4","03:00","6.3","41","0.4"
"Jämsä Halli airport","2000","4","5","03:00","4.3","41","0.6"
"Jämsä Halli airport","2000","4","6","03:00","-1","40","-0.2"
"Jämsä Halli airport","2000","4","7","03:00","-1","39","1.3"
"Jämsä Halli airport","2000","4","8","03:00","-1","38","0.9"
"Jämsä Halli airport","2000","4","9","03:00","-1","38","1.5"
"Jämsä Halli airport","2000","4","10","03:00","0","36","4.4"
"Jämsä Halli airport","2000","4","11","03:00","0.2","32","2"
"Jämsä Halli airport","2000","4","12","03:00","0","30","2.8"
"Jämsä Halli airport","2000","4","13","03:00","6.4","29","3.9"
"Jämsä Halli airport","2000","4","14","03:00","4.5","24","1.8"
"Jämsä Halli airport","2000","4","15","03:00","5","22","1.9"
"Jämsä Halli airport","2000","4","16","03:00","0.2","21","3.6"
"Jämsä Halli airport","2000","4","17","03:00","1.2","17","3.9"
"Jämsä Halli airport","2000","4","18","03:00","0.9","13","5.7"
"Jämsä Halli airport","2000","4","19","03:00","-1","9","8.3"
"Jämsä Halli airport","2000","4","20","03:00","0.1","2","7.8"
"Jämsä Halli airport","2000","4","21","03:00","-1","0","9.4"
"Jämsä Halli airport","2000","4","22","03:00","-1","0","8.7"
"Jämsä Halli airport","2000","4","23","03:00","4.3","0","8.7"
"Jämsä Halli airport","2000","4","24","03:00","-1","0","10.9"
"Jämsä Halli airport","2000","4","25","03:00","-1","0","11.1"
"Jämsä Halli airport","2000","4","26","03:00","-1","0","7.1"
"Jämsä Halli airport","2000","4","27","03:00","0","0","5.9"
"Jämsä Halli airport","2000","4","28","03:00","4.8","0","6"
"Jämsä Halli airport","2000","4","29","03:00","-1","0","7.6"
"Jämsä Halli airport","2000","4","30","03:00","-1","0","4.7"
"Jämsä Halli airport","2000","5","1","03:00","-1","0","2.4"
"Jämsä Halli airport","2000","5","2","03:00","-1","-1","4.9"
"Jämsä Halli airport","2000","5","3","03:00","3.9","-1","5.9"
"Jämsä Halli airport","2000","5","4","03:00","0","-1","7.9"
"Jämsä Halli airport","2000","5","5","03:00","-1","-1","9.4"
"Jämsä Halli airport","2000","5","6","03:00","-1","-1","6.9"
"Jämsä Halli airport","2000","5","7","03:00","-1","-1","7.7"
"Jämsä Halli airport","2000","5","8","03:00","-1","-1","9.7"
"Jämsä Halli airport","2000","5","9","03:00","-1","-1","11.7"
"Jämsä Halli airport","2000","5","10","03:00","0","-1","13.8"
"Jämsä Halli airport","2000","5","11","03:00","0","-1","6.2"
"Jämsä Halli airport","2000","5","12","03:00","0","-1","2.1"
"Jämsä Halli airport","2000","5","13","03:00","0.6","-1","5.5"
"Jämsä Halli airport","2000","5","14","03:00","-1","-1","8.5"
"Jämsä Halli airport","2000","5","15","03:00","-1","-1","11.1"
"Jämsä Halli airport","2000","5","16","03:00","0.1","-1","8.2"
"Jämsä Halli airport","2000","5","17","03:00","-1","-1","12.9"
"Jämsä Halli airport","2000","5","18","03:00","-1","-1","14.3"
"Jämsä Halli airport","2000","5","19","03:00","-1","-1","16.5"
"Jämsä Halli airport","2000","5","20","03:00","-1","-1","15.9"
"Jämsä Halli airport","2000","5","21","03:00","-1","-1","13.5"
"Jämsä Halli airport","2000","5","22","03:00","-1","-1","11.7"
"Jämsä Halli airport","2000","5","23","03:00","0.1","-1","10.2"
"Jämsä Halli airport","2000","5","24","03:00","3.3","-1","13.1"
"Jämsä Halli airport","2000","5","25","03:00","6.5","-1","12.5"
"Jämsä Halli airport","2000","5","26","03:00","6.9","-1","9.2"
"Jämsä Halli airport","2000","5","27","03:00","1.7","-1","11"
"Jämsä Halli airport","2000","5","28","03:00","0","-1","12.3"
"Jämsä Halli airport","2000","5","29","03:00","3.2","-1","10.8"
"Jämsä Halli airport","2000","5","30","03:00","-1","-1","11.1"
"Jämsä Halli airport","2000","5","31","03:00","0.9","-1","9.8"
"Jämsä Halli airport","2000","6","1","03:00","-1","-1","10.8"
"Jämsä Halli airport","2000","6","2","03:00","6.2","-1","10"
"Jämsä Halli airport","2000","6","3","03:00","2.3","-1","10"
"Jämsä Halli airport","2000","6","4","03:00","1.3","-1","5.5"
"Jämsä Halli airport","2000","6","5","03:00","-1","-1","10"
"Jämsä Halli airport","2000","6","6","03:00","-1","-1","11.1"
"Jämsä Halli airport","2000","6","7","03:00","4.8","-1","9.7"
"Jämsä Halli airport","2000","6","8","03:00","10.6","-1","8.6"
"Jämsä Halli airport","2000","6","9","03:00","-1","-1","13.6"
"Jämsä Halli airport","2000","6","10","03:00","-1","-1","14.5"
"Jämsä Halli airport","2000","6","11","03:00","-1","-1","19.2"
"Jämsä Halli airport","2000","6","12","03:00","0.2","-1","14.3"
"Jämsä Halli airport","2000","6","13","03:00","0.1","-1","14.5"
"Jämsä Halli airport","2000","6","14","03:00","-1","-1","14"
"Jämsä Halli airport","2000","6","15","03:00","0.1","-1","11.1"
"Jämsä Halli airport","2000","6","16","03:00","0","-1","8.4"
"Jämsä Halli airport","2000","6","17","03:00","-1","-1","7.8"
"Jämsä Halli airport","2000","6","18","03:00","0.9","-1","10.7"
"Jämsä Halli airport","2000","6","19","03:00","-1","-1","12.1"
"Jämsä Halli airport","2000","6","20","03:00","-1","-1","16.1"
"Jämsä Halli airport","2000","6","21","03:00","-1","-1","18"
"Jämsä Halli airport","2000","6","22","03:00","1.5","-1","21.3"
"Jämsä Halli airport","2000","6","23","03:00","0.4","-1","18.4"
"Jämsä Halli airport","2000","6","24","03:00","-1","-1","17.2"
"Jämsä Halli airport","2000","6","25","03:00","2.2","-1","17.4"
"Jämsä Halli airport","2000","6","26","03:00","1.8","-1","15.9"
"Jämsä Halli airport","2000","6","27","03:00","0","-1","15.1"
"Jämsä Halli airport","2000","6","28","03:00","0","-1","17.3"
"Jämsä Halli airport","2000","6","29","03:00","-1","-1","22.5"
"Jämsä Halli airport","2000","6","30","03:00","2.1","-1","21.7"
"Jämsä Halli airport","2000","7","1","03:00","0.7","-1","16.2"
"Jämsä Halli airport","2000","7","2","03:00","0.2","-1","15.7"
"Jämsä Halli airport","2000","7","3","03:00","-1","-1","17.4"
"Jämsä Halli airport","2000","7","4","03:00","0.1","-1","17.4"
"Jämsä Halli airport","2000","7","5","03:00","5.4","-1","17.2"
"Jämsä Halli airport","2000","7","6","03:00","-1","-1","16.5"
"Jämsä Halli airport","2000","7","7","03:00","8.5","-1","15.8"
"Jämsä Halli airport","2000","7","8","03:00","0","-1","14.3"
"Jämsä Halli airport","2000","7","9","03:00","-1","-1","13.8"
"Jämsä Halli airport","2000","7","10","03:00","-1","-1","14.1"
"Jämsä Halli airport","2000","7","11","03:00","0","-1","16.5"
"Jämsä Halli airport","2000","7","12","03:00","0","-1","19.9"
"Jämsä Halli airport","2000","7","13","03:00","3.8","-1","16.7"
"Jämsä Halli airport","2000","7","14","03:00","-1","-1","13.9"
"Jämsä Halli airport","2000","7","15","03:00","1.5","-1","14.9"
"Jämsä Halli airport","2000","7","16","03:00","0.8","-1","16.5"
"Jämsä Halli airport","2000","7","17","03:00","7.9","-1","17.7"
"Jämsä Halli airport","2000","7","18","03:00","3","-1","19.1"
"Jämsä Halli airport","2000","7","19","03:00","9.8","-1","17.5"
"Jämsä Halli airport","2000","7","20","03:00","-1","-1","16.8"
"Jämsä Halli airport","2000","7","21","03:00","1.5","-1","17.8"
"Jämsä Halli airport","2000","7","22","03:00","15","-1","16.6"
"Jämsä Halli airport","2000","7","23","03:00","0.2","-1","17"
"Jämsä Halli airport","2000","7","24","03:00","4.1","-1","18.2"
"Jämsä Halli airport","2000","7","25","03:00","5.3","-1","15.2"
"Jämsä Halli airport","2000","7","26","03:00","-1","-1","11.6"
"Jämsä Halli airport","2000","7","27","03:00","0.2","-1","13.5"
"Jämsä Halli airport","2000","7","28","03:00","0.2","-1","12.1"
"Jämsä Halli airport","2000","7","29","03:00","-1","-1","16.4"
"Jämsä Halli airport","2000","7","30","03:00","-1","-1","16.5"
"Jämsä Halli airport","2000","7","31","03:00","10.3","-1","15"
"Jämsä Halli airport","2000","8","1","03:00","0.4","-1","15.2"
"Jämsä Halli airport","2000","8","2","03:00","2.8","-1","14.7"
"Jämsä Halli airport","2000","8","3","03:00","9.1","-1","14.5"
"Jämsä Halli airport","2000","8","4","03:00","0.4","-1","15"
"Jämsä Halli airport","2000","8","5","03:00","-1","-1","15.6"
"Jämsä Halli airport","2000","8","6","03:00","6.4","-1","15.4"
"Jämsä Halli airport","2000","8","7","03:00","-1","-1","14"
"Jämsä Halli airport","2000","8","8","03:00","8.7","-1","10.6"
"Jämsä Halli airport","2000","8","9","03:00","3","-1","11.8"
"Jämsä Halli airport","2000","8","10","03:00","-1","-1","13.5"
"Jämsä Halli airport","2000","8","11","03:00","-1","-1","15.1"
"Jämsä Halli airport","2000","8","12","03:00","0.8","-1","13.6"
"Jämsä Halli airport","2000","8","13","03:00","-1","-1","14.6"
"Jämsä Halli airport","2000","8","14","03:00","-1","-1","14.9"
"Jämsä Halli airport","2000","8","15","03:00","9.8","-1","13.8"
"Jämsä Halli airport","2000","8","16","03:00","-1","-1","16.8"
"Jämsä Halli airport","2000","8","17","03:00","-1","-1","14.7"
"Jämsä Halli airport","2000","8","18","03:00","0.5","-1","13.5"
"Jämsä Halli airport","2000","8","19","03:00","-1","-1","14.2"
"Jämsä Halli airport","2000","8","20","03:00","4.5","-1","13.8"
"Jämsä Halli airport","2000","8","21","03:00","13.5","-1","13.4"
"Jämsä Halli airport","2000","8","22","03:00","13","-1","12.9"
"Jämsä Halli airport","2000","8","23","03:00","0.7","-1","12"
"Jämsä Halli airport","2000","8","24","03:00","-1","-1","11.5"
"Jämsä Halli airport","2000","8","25","03:00","-1","-1","12.9"
"Jämsä Halli airport","2000","8","26","03:00","-1","-1","12.8"
"Jämsä Halli airport","2000","8","27","03:00","-1","-1","13.3"
"Jämsä Halli airport","2000","8","28","03:00","-1","-1","14.8"
"Jämsä Halli airport","2000","8","29","03:00","-1","-1","13.4"
"Jämsä Halli airport","2000","8","30","03:00","-1","-1","14.4"
"Jämsä Halli airport","2000","8","31","03:00","3.4","-1","13"
"Jämsä Halli airport","2000","9","1","03:00","3.2","-1","12"
"Jämsä Halli airport","2000","9","2","03:00","-1","-1","11"
"Jämsä Halli airport","2000","9","3","03:00","-1","-1","11.5"
"Jämsä Halli airport","2000","9","4","03:00","-1","-1","10.2"
"Jämsä Halli airport","2000","9","5","03:00","-1","-1","6.9"
"Jämsä Halli airport","2000","9","6","03:00","-1","-1","6.4"
"Jämsä Halli airport","2000","9","7","03:00","-1","-1","7.9"
"Jämsä Halli airport","2000","9","8","03:00","6","-1","9.7"
"Jämsä Halli airport","2000","9","9","03:00","-1","-1","12.3"
"Jämsä Halli airport","2000","9","10","03:00","-1","-1","10.8"
"Jämsä Halli airport","2000","9","11","03:00","0.2","-1","9.3"
"Jämsä Halli airport","2000","9","12","03:00","0.6","-1","8.1"
"Jämsä Halli airport","2000","9","13","03:00","0.7","-1","7.1"
"Jämsä Halli airport","2000","9","14","03:00","0.5","-1","6.8"
"Jämsä Halli airport","2000","9","15","03:00","-1","-1","3.6"
"Jämsä Halli airport","2000","9","16","03:00","-1","-1","4.9"
"Jämsä Halli airport","2000","9","17","03:00","-1","-1","6.8"
"Jämsä Halli airport","2000","9","18","03:00","-1","-1","8.1"
"Jämsä Halli airport","2000","9","19","03:00","-1","-1","6.9"
"Jämsä Halli airport","2000","9","20","03:00","-1","-1","3.6"
"Jämsä Halli airport","2000","9","21","03:00","-1","-1","4.2"
"Jämsä Halli airport","2000","9","22","03:00","-1","-1","6.2"
"Jämsä Halli airport","2000","9","23","03:00","-1","-1","6.6"
"Jämsä Halli airport","2000","9","24","03:00","0.6","-1","7.2"
"Jämsä Halli airport","2000","9","25","03:00","-1","-1","9"
"Jämsä Halli airport","2000","9","26","03:00","-1","-1","4.7"
"Jämsä Halli airport","2000","9","27","03:00","-1","-1","6.4"
"Jämsä Halli airport","2000","9","28","03:00","-1","-1","8.4"
"Jämsä Halli airport","2000","9","29","03:00","1.3","-1","9.5"
"Jämsä Halli airport","2000","9","30","03:00","-1","-1","12.8"
"Jämsä Halli airport","2000","10","1","03:00","-1","-1","9.9"
"Jämsä Halli airport","2000","10","2","03:00","0","-1","10.6"
"Jämsä Halli airport","2000","10","3","03:00","4.9","-1","11.6"
"Jämsä Halli airport","2000","10","4","03:00","0.2","-1","12"
"Jämsä Halli airport","2000","10","5","03:00","0","-1","10"
"Jämsä Halli airport","2000","10","6","03:00","-1","-1","10.1"
"Jämsä Halli airport","2000","10","7","03:00","-1","-1","10.3"
"Jämsä Halli airport","2000","10","8","03:00","0.5","-1","10.3"
"Jämsä Halli airport","2000","10","9","03:00","0","-1","11.2"
"Jämsä Halli airport","2000","10","10","03:00","0.8","-1","5.6"
"Jämsä Halli airport","2000","10","11","03:00","-1","-1","7.2"
"Jämsä Halli airport","2000","10","12","03:00","5.2","-1","8.3"
"Jämsä Halli airport","2000","10","13","03:00","5.5","-1","10.3"
"Jämsä Halli airport","2000","10","14","03:00","1.1","-1","9.1"
"Jämsä Halli airport","2000","10","15","03:00","0","-1","7.3"
"Jämsä Halli airport","2000","10","16","03:00","0","-1","8.2"
"Jämsä Halli airport","2000","10","17","03:00","-1","-1","8.2"
"Jämsä Halli airport","2000","10","18","03:00","0.3","-1","7.6"
"Jämsä Halli airport","2000","10","19","03:00","0","-1","8.9"
"Jämsä Halli airport","2000","10","20","03:00","-1","-1","7.5"
"Jämsä Halli airport","2000","10","21","03:00","0","-1","7.9"
"Jämsä Halli airport","2000","10","22","03:00","1.7","-1","7.8"
"Jämsä Halli airport","2000","10","23","03:00","1.1","-1","5.2"
"Jämsä Halli airport","2000","10","24","03:00","5.2","-1","9.2"
"Jämsä Halli airport","2000","10","25","03:00","3.2","-1","7.7"
"Jämsä Halli airport","2000","10","26","03:00","-1","-1","2.1"
"Jämsä Halli airport","2000","10","27","03:00","1.1","-1","1.8"
"Jämsä Halli airport","2000","10","28","03:00","0","-1","-1"
"Jämsä Halli airport","2000","10","29","03:00","8.8","-1","-1.9"
"Jämsä Halli airport","2000","10","30","02:00","14.5","4","-0.8"
"Jämsä Halli airport","2000","10","31","02:00","4.5","5","4.6"
"Jämsä Halli airport","2000","11","1","02:00","0.1","0","6.8"
"Jämsä Halli airport","2000","11","2","02:00","2.8","-1","6.3"
"Jämsä Halli airport","2000","11","3","02:00","-1","-1","5.3"
"Jämsä Halli airport","2000","11","4","02:00","11.1","-1","6.3"
"Jämsä Halli airport","2000","11","5","02:00","35.2","-1","7.9"
"Jämsä Halli airport","2000","11","6","02:00","4.8","-1","5.2"
"Jämsä Halli airport","2000","11","7","02:00","0.5","-1","4.2"
"Jämsä Halli airport","2000","11","8","02:00","4.4","-1","4.9"
"Jämsä Halli airport","2000","11","9","02:00","1.8","-1","6.2"
"Jämsä Halli airport","2000","11","10","02:00","0.8","-1","3.4"
"Jämsä Halli airport","2000","11","11","02:00","0.6","-1","1.9"
"Jämsä Halli airport","2000","11","12","02:00","0.1","-1","4.7"
"Jämsä Halli airport","2000","11","13","02:00","10.8","-1","4.7"
"Jämsä Halli airport","2000","11","14","02:00","10","-1","4.6"
"Jämsä Halli airport","2000","11","15","02:00","-1","-1","2.9"
"Jämsä Halli airport","2000","11","16","02:00","0.7","-1","2.4"
"Jämsä Halli airport","2000","11","17","02:00","1.6","-1","0.7"
"Jämsä Halli airport","2000","11","18","02:00","16.4","-1","0"
"Jämsä Halli airport","2000","11","19","02:00","2.2","7","1.1"
"Jämsä Halli airport","2000","11","20","02:00","0.1","4","0.4"
"Jämsä Halli airport","2000","11","21","02:00","0","4","-5.2"
"Jämsä Halli airport","2000","11","22","02:00","1.1","4","-4"
"Jämsä Halli airport","2000","11","23","02:00","2.4","4","-0.3"
"Jämsä Halli airport","2000","11","24","02:00","0","2","3.2"
"Jämsä Halli airport","2000","11","25","02:00","2","0","0.4"
"Jämsä Halli airport","2000","11","26","02:00","0.1","2","-0.2"
"Jämsä Halli airport","2000","11","27","02:00","-1","2","0.4"
"Jämsä Halli airport","2000","11","28","02:00","0.8","0","-1.3"
"Jämsä Halli airport","2000","11","29","02:00","0","0","1.9"
"Jämsä Halli airport","2000","11","30","02:00","12.8","0","1.8"
"Jämsä Halli airport","2000","12","1","02:00","0.1","-1","3.4"
"Jämsä Halli airport","2000","12","2","02:00","1.8","-1","3"
"Jämsä Halli airport","2000","12","3","02:00","-1","-1","5.8"
"Jämsä Halli airport","2000","12","4","02:00","3","-1","4.6"
"Jämsä Halli airport","2000","12","5","02:00","0.6","-1","4.5"
"Jämsä Halli airport","2000","12","6","02:00","0","-1","6.3"
"Jämsä Halli airport","2000","12","7","02:00","3.1","-1","5.4"
"Jämsä Halli airport","2000","12","8","02:00","1","-1","5"
"Jämsä Halli airport","2000","12","9","02:00","10.4","-1","2.8"
"Jämsä Halli airport","2000","12","10","02:00","2","-1","3.9"
"Jämsä Halli airport","2000","12","11","02:00","2.7","-1","5.3"
"Jämsä Halli airport","2000","12","12","02:00","0.7","-1","3.9"
"Jämsä Halli airport","2000","12","13","02:00","7.8","-1","2.8"
"Jämsä Halli airport","2000","12","14","02:00","1.2","-1","3.7"
"Jämsä Halli airport","2000","12","15","02:00","0.9","-1","3.8"
"Jämsä Halli airport","2000","12","16","02:00","2.3","-1","1.6"
"Jämsä Halli airport","2000","12","17","02:00","0.2","1","-1.5"
"Jämsä Halli airport","2000","12","18","02:00","0.1","0","-2.2"
"Jämsä Halli airport","2000","12","19","02:00","-1","1","-3.5"
"Jämsä Halli airport","2000","12","20","02:00","-1","1","-4.4"
"Jämsä Halli airport","2000","12","21","02:00","0.6","0","-6.5"
"Jämsä Halli airport","2000","12","22","02:00","1.5","1","-2.8"
"Jämsä Halli airport","2000","12","23","02:00","5","2","-1.4"
"Jämsä Halli airport","2000","12","24","02:00","0.5","8","-6"
"Jämsä Halli airport","2000","12","25","02:00","0.1","11","-15.3"
"Jämsä Halli airport","2000","12","26","02:00","0.1","10","-10.1"
"Jämsä Halli airport","2000","12","27","02:00","0","5","-6.4"
"Jämsä Halli airport","2000","12","28","02:00","0.2","9","-11.5"
"Jämsä Halli airport","2000","12","29","02:00","6.3","8","-8.4"
"Jämsä Halli airport","2000","12","30","02:00","0.3","14","-2.4"
"Jämsä Halli airport","2000","12","31","02:00","7.6","14","-2.9"
"Jämsä Halli airport","2001","1","1","02:00","0.7","25","-2.6"
"Jämsä Halli airport","2001","1","2","02:00","0","25","-2.5"
"Jämsä Halli airport","2001","1","3","02:00","0.9","21","-3.2"
"Jämsä Halli airport","2001","1","4","02:00","5.6","22","-3.6"
"Jämsä Halli airport","2001","1","5","02:00","0.5","28","-1.6"
"Jämsä Halli airport","2001","1","6","02:00","1.6","26","-0.4"
"Jämsä Halli airport","2001","1","7","02:00","2","26","-2.7"
"Jämsä Halli airport","2001","1","8","02:00","1.8","27","-1.2"
"Jämsä Halli airport","2001","1","9","02:00","4.9","20","0.7"
"Jämsä Halli airport","2001","1","10","02:00","0.5","18","-2.3"
"Jämsä Halli airport","2001","1","11","02:00","0.2","18","-7.4"
"Jämsä Halli airport","2001","1","12","02:00","0.1","18","-6.2"
"Jämsä Halli airport","2001","1","13","02:00","0","18","-4.3"
"Jämsä Halli airport","2001","1","14","02:00","-1","18","-2.1"
"Jämsä Halli airport","2001","1","15","02:00","-1","18","-2"
"Jämsä Halli airport","2001","1","16","02:00","0.1","18","-1.4"
"Jämsä Halli airport","2001","1","17","02:00","0.4","18","-3.7"
"Jämsä Halli airport","2001","1","18","02:00","0.4","18","-3.4"
"Jämsä Halli airport","2001","1","19","02:00","0.7","18","-2.3"
"Jämsä Halli airport","2001","1","20","02:00","0","19","-3.3"
"Jämsä Halli airport","2001","1","21","02:00","-1","19","-13.2"
"Jämsä Halli airport","2001","1","22","02:00","0","19","-6.8"
"Jämsä Halli airport","2001","1","23","02:00","0.6","19","-8.2"
"Jämsä Halli airport","2001","1","24","02:00","5","20","-6.6"
"Jämsä Halli airport","2001","1","25","02:00","0.3","22","-3.1"
"Jämsä Halli airport","2001","1","26","02:00","0","22","-0.2"
"Jämsä Halli airport","2001","1","27","02:00","4.1","22","-1.6"
"Jämsä Halli airport","2001","1","28","02:00","0.9","30","-1.4"
"Jämsä Halli airport","2001","1","29","02:00","1.8","30","-2.1"
"Jämsä Halli airport","2001","1","30","02:00","0.2","31","-6.9"
"Jämsä Halli airport","2001","1","31","02:00","0.3","30","-10.6"
"Jämsä Halli airport","2001","2","1","02:00","1.7","29","-13.9"
"Jämsä Halli airport","2001","2","2","02:00","-1","30","-19.8"
"Jämsä Halli airport","2001","2","3","02:00","0.7","28","-24.2"
"Jämsä Halli airport","2001","2","4","02:00","0.9","28","-24.5"
"Jämsä Halli airport","2001","2","5","02:00","0.6","29","-26.7"
"Jämsä Halli airport","2001","2","6","02:00","14.2","29","-13.6"
"Jämsä Halli airport","2001","2","7","02:00","2.1","45","-1.5"
"Jämsä Halli airport","2001","2","8","02:00","14.7","32","1.9"
"Jämsä Halli airport","2001","2","9","02:00","0.2","29","-4.8"
"Jämsä Halli airport","2001","2","10","02:00","0.2","29","-7.7"
