Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code,Direct solar radiation mean [W/m2],days_above_10cm,days_above_20cm
2005-01-02,3.1,16.0,-0.3,8.0,1.1,1,0
2005-01-03,0.4,19.0,-0.8,7.0,0.7,2,0
2005-01-04,1.5,20.0,-2.3,8.0,1.8,3,0
2005-01-05,4.3,20.0,-2.9,8.0,1.8,4,0
2005-01-06,4.0,34.0,-2.2,8.0,1.7,5,1
2005-01-07,7.6,35.0,0.5,8.0,0.9,6,2
2005-01-08,9.7,25.0,0.9,7.0,1.3,7,3
2005-01-09,4.2,20.0,0.2,8.0,1.3,8,0
2005-01-10,5.0,20.0,-1.5,8.0,2.1,9,0
2005-01-11,0.2,19.0,2.5,7.0,1.3,10,0
2005-01-12,0.2,19.0,0.5,1.0,1.3,11,0
2005-01-13,5.5,18.0,1.9,0.0,1.3,12,0
2005-01-14,0.0,17.0,-2.1,8.0,16.3,13,0
2005-01-15,1.5,17.0,-6.8,5.0,30.7,14,0
2005-01-16,2.0,18.0,-2.4,7.0,5.9,15,0
2005-01-17,0.4,16.0,1.7,8.0,2.1,16,0
2005-01-18,1.8,12.0,1.2,8.0,1.0,17,0
2005-01-19,7.3,12.0,-0.5,7.0,1.0,18,0
2005-01-20,4.3,23.0,-1.9,8.0,0.9,19,1
2005-01-21,3.8,21.0,-1.8,8.0,1.1,20,2
2005-01-22,1.6,28.0,-2.5,8.0,2.9,21,3
2005-01-23,0.8,30.0,-4.7,8.0,3.4,22,4
2005-01-24,0.2,30.0,-6.9,7.0,27.8,23,5
2005-01-25,0.0,28.0,-7.7,8.0,11.7,24,6
2005-01-26,3.4,26.0,-6.4,8.0,1.2,25,7
2005-01-27,0.4,29.0,-6.9,9.0,1.4,26,8
2005-01-28,0.4,29.0,-16.3,3.0,8.9,27,9
2005-01-29,0.7,30.0,-13.6,7.0,14.5,28,10
2005-01-30,8.2,30.0,-7.1,7.0,1.2,29,11
2005-01-31,1.6,37.0,-1.9,8.0,1.0,30,12
2005-02-01,0.5,37.0,-3.7,8.0,1.2,31,13
2005-02-02,0.2,37.0,-7.7,8.0,1.3,32,14
2005-02-03,0.7,37.0,-6.4,8.0,1.1,33,15
2005-02-04,1.2,37.0,-1.6,8.0,0.8,34,16
2005-02-05,2.1,38.0,0.5,8.0,35.1,35,17
2005-02-06,-1.0,28.0,0.0,8.0,102.4,36,18
2005-02-07,-1.0,28.0,-1.1,8.0,51.5,37,19
2005-02-08,0.0,28.0,-2.4,1.0,2.8,38,20
2005-02-09,0.0,28.0,-3.0,5.0,1.9,39,21
2005-02-10,3.4,28.0,-3.3,7.0,0.6,40,22
2005-02-11,0.8,28.0,-0.5,7.0,41.3,41,23
2005-02-12,0.0,30.0,-3.8,0.0,118.3,42,24
2005-02-13,0.1,30.0,-3.3,8.0,2.2,43,25
2005-02-14,1.1,29.0,-7.5,7.0,51.9,44,26
2005-02-15,0.0,30.0,-10.7,8.0,37.7,45,27
2005-02-16,0.0,30.0,-15.7,0.0,56.8,46,28
2005-02-17,0.3,30.0,-8.6,8.0,17.1,47,29
2005-02-18,2.3,30.0,-5.8,8.0,1.6,48,30
2005-02-19,1.1,33.0,-3.3,8.0,1.1,49,31
2005-02-20,0.2,36.0,-5.1,8.0,1.0,50,32
2005-02-21,0.6,36.0,-9.4,8.0,202.8,51,33
2005-02-22,-1.0,34.0,-16.0,7.0,220.5,52,34
2005-02-23,-1.0,34.0,-18.0,0.0,21.2,53,35
2005-02-24,0.0,34.0,-15.8,0.0,4.9,54,36
2005-02-25,0.0,34.0,-7.7,3.0,169.4,55,37
2005-02-26,0.1,34.0,-11.1,0.0,166.7,56,38
2005-02-27,0.5,33.0,-11.9,8.0,222.4,57,39
2005-02-28,0.1,34.0,-14.8,0.0,105.3,58,40
2005-03-01,0.0,34.0,-16.9,1.0,198.9,59,41
2005-03-02,0.0,34.0,-17.1,5.0,122.2,60,42
2005-03-03,0.1,34.0,-12.5,8.0,262.0,61,43
2005-03-04,0.2,35.0,-9.5,8.0,2.6,62,44
2005-03-05,0.0,35.0,-10.1,7.0,1.5,63,45
2005-03-06,0.0,35.0,-13.2,0.0,1.3,64,46
2005-03-07,2.8,34.0,-11.3,0.0,4.0,65,47
2005-03-08,0.5,38.0,-5.9,8.0,285.6,66,48
2005-03-09,-1.0,38.0,-12.0,1.0,289.2,67,49
2005-03-10,-1.0,38.0,-14.4,1.0,23.1,68,50
2005-03-11,0.0,38.0,-13.5,0.0,304.8,69,51
2005-03-12,0.1,38.0,-10.0,7.0,313.4,70,52
2005-03-13,0.0,38.0,-13.7,1.0,259.7,71,53
2005-03-14,0.2,37.0,-15.5,0.0,219.3,72,54
2005-03-15,0.0,37.0,-12.3,0.0,216.6,73,55
2005-03-16,0.0,38.0,-13.2,0.0,247.3,74,56
2005-03-17,2.4,38.0,-8.0,1.0,42.3,75,57
2005-03-18,0.1,42.0,-7.9,8.0,108.5,76,58
2005-03-19,-1.0,38.0,-7.1,0.0,76.9,77,59
2005-03-20,-1.0,38.0,-7.2,0.0,219.2,78,60
2005-03-21,-1.0,38.0,-4.8,0.0,266.7,79,61
2005-03-22,-1.0,38.0,-5.0,0.0,357.1,80,62
2005-03-23,-1.0,36.0,-2.1,8.0,7.0,81,63
2005-03-24,-1.0,32.0,2.7,8.0,2.8,82,64
2005-03-25,0.0,28.0,3.7,0.0,6.4,83,65
2005-03-26,-1.0,23.0,0.5,3.0,3.2,84,66
2005-03-27,-1.0,21.0,-0.9,5.0,2.5,85,67
2005-03-28,-1.0,21.0,-2.7,7.0,27.6,86,68
2005-03-29,-1.0,21.0,-1.1,0.0,224.7,87,69
2005-03-30,-1.0,21.0,-1.0,0.0,37.6,88,70
2005-03-31,-1.0,19.0,2.3,0.0,247.6,89,0
2005-04-01,-1.0,16.0,2.5,0.0,98.4,90,0
2005-04-02,-1.0,14.0,2.6,0.0,93.6,91,0
2005-04-03,-1.0,12.0,5.8,7.0,347.7,92,0
2005-04-04,-1.0,9.0,6.1,0.0,149.8,0,0
2005-04-05,0.5,4.0,7.1,0.0,1.2,0,0
2005-04-06,-1.0,0.0,4.0,0.0,305.4,0,0
2005-04-07,6.2,0.0,3.8,0.0,134.8,0,0
2005-04-08,0.1,0.0,4.4,7.0,1.1,0,0
2005-04-09,0.9,0.0,1.8,0.0,3.0,0,0
2005-04-10,-1.0,0.0,1.3,1.0,272.3,0,0
2005-04-11,2.3,0.0,1.9,0.0,1.3,0,0
2005-04-12,0.5,0.0,3.7,5.0,59.0,0,0
2005-04-13,0.0,0.0,6.4,7.0,2.3,0,0
2005-04-14,5.5,0.0,5.1,5.0,1.8,0,0
2005-04-15,0.5,-1.0,4.3,7.0,267.6,0,0
2005-04-16,-1.0,-1.0,5.3,0.0,38.1,0,0
2005-04-17,-1.0,-1.0,3.7,0.0,363.1,0,0
2005-04-18,0.0,-1.0,1.5,1.0,129.7,0,0
2005-04-19,0.0,0.0,-1.0,7.0,185.3,0,0
2005-04-20,0.0,-1.0,-1.3,1.0,302.0,0,0
2005-04-21,0.5,-1.0,-2.3,0.0,84.1,0,0
2005-04-22,0.0,0.0,-0.2,1.0,137.3,0,0
2005-04-23,-1.0,-1.0,0.4,7.0,442.3,0,0
2005-04-24,-1.0,-1.0,2.9,0.0,451.9,0,0
2005-04-25,-1.0,-1.0,4.4,0.0,215.3,0,0
2005-04-26,-1.0,-1.0,5.8,0.0,493.6,0,0
2005-04-27,-1.0,-1.0,5.8,0.0,403.2,0,0
2005-04-28,-1.0,-1.0,6.2,1.0,216.4,0,0
2005-04-29,0.0,-1.0,5.7,7.0,107.8,0,0
2005-04-30,0.4,-1.0,3.5,5.0,125.3,0,0
2005-05-01,0.0,0.0,1.1,7.0,523.4,0,0
2005-05-02,-1.0,-1.0,4.7,7.0,358.1,0,0
2005-05-03,1.9,-1.0,5.8,0.0,1.6,0,0
2005-05-04,0.0,-1.0,6.3,7.0,4.8,0,0
2005-05-05,0.1,-1.0,5.6,5.0,2.4,0,0
2005-05-06,-1.0,-1.0,8.2,7.0,1.4,0,0
2005-05-07,0.9,-1.0,6.7,9.0,160.3,0,0
2005-05-08,-1.0,-1.0,6.7,9.0,5.0,0,0
2005-05-09,-1.0,-1.0,7.6,1.0,1.8,0,0
2005-05-10,0.0,-1.0,6.9,0.0,209.6,0,0
2005-05-11,0.0,-1.0,8.0,3.0,1.2,0,0
2005-05-12,-1.0,-1.0,9.5,0.0,84.6,0,0
2005-05-13,-1.0,-1.0,9.9,0.0,385.7,0,0
2005-05-14,0.5,-1.0,8.9,0.0,361.8,0,0
2005-05-15,2.5,-1.0,6.0,0.0,509.0,0,0
2005-05-16,14.2,-1.0,7.7,3.0,292.3,0,0
2005-05-17,0.3,-1.0,7.6,7.0,1.1,0,0
2005-05-18,0.2,-1.0,5.5,8.0,493.6,0,0
2005-05-19,0.4,-1.0,6.5,1.0,255.2,0,0
2005-05-20,-1.0,-1.0,9.5,0.0,355.0,0,0
2005-05-21,-1.0,-1.0,13.3,0.0,6.2,0,0
2005-05-22,3.6,-1.0,14.9,3.0,56.4,0,0
2005-05-23,-1.0,-1.0,15.0,7.0,350.3,0,0
2005-05-24,4.3,-1.0,17.9,1.0,,0,0
2005-05-25,0.0,-1.0,13.9,8.0,,0,0
2005-05-26,6.4,-1.0,13.7,3.0,311.4,0,0
2005-05-27,-1.0,-1.0,14.0,7.0,1.8,0,0
2005-05-28,-1.0,-1.0,9.2,5.0,186.9,0,0
2005-05-29,0.0,-1.0,7.7,3.0,23.1,0,0
2005-05-30,0.0,-1.0,10.2,8.0,43.5,0,0
2005-05-31,-1.0,-1.0,9.4,8.0,344.1,0,0
2005-06-01,-1.0,-1.0,10.1,8.0,191.9,0,0
2005-06-02,-1.0,-1.0,10.9,0.0,165.6,0,0
2005-06-03,0.0,-1.0,11.3,0.0,215.2,0,0
2005-06-04,7.9,-1.0,10.2,0.0,288.9,0,0
2005-06-05,6.9,-1.0,13.2,8.0,41.9,0,0
2005-06-06,0.4,-1.0,10.6,7.0,50.8,0,0
2005-06-07,0.0,-1.0,11.1,7.0,4.9,0,0
2005-06-08,-1.0,-1.0,11.1,7.0,172.0,0,0
2005-06-09,-1.0,-1.0,12.7,0.0,175.4,0,0
2005-06-10,-1.0,-1.0,14.5,0.0,64.7,0,0
2005-06-11,4.3,-1.0,15.7,7.0,148.7,0,0
2005-06-12,7.7,-1.0,17.7,7.0,278.1,0,0
2005-06-13,14.7,-1.0,13.5,7.0,482.6,0,0
2005-06-14,0.0,-1.0,12.3,7.0,237.9,0,0
2005-06-15,0.0,-1.0,13.9,8.0,105.7,0,0
2005-06-16,-1.0,-1.0,13.9,0.0,272.7,0,0
2005-06-17,0.4,-1.0,16.5,0.0,137.3,0,0
2005-06-18,0.2,-1.0,16.9,3.0,399.3,0,0
2005-06-19,-1.0,-1.0,15.9,0.0,632.6,0,0
2005-06-20,-1.0,-1.0,15.9,0.0,353.2,0,0
2005-06-21,-1.0,-1.0,17.7,0.0,249.6,0,0
2005-06-22,-1.0,-1.0,17.9,0.0,7.4,0,0
2005-06-23,-1.0,-1.0,16.1,0.0,308.4,0,0
2005-06-24,-1.0,-1.0,18.8,1.0,106.2,0,0
2005-06-25,4.4,-1.0,11.9,0.0,23.0,0,0
2005-06-26,0.2,-1.0,12.5,0.0,183.6,0,0
2005-06-27,13.1,-1.0,12.6,0.0,193.3,0,0
2005-06-28,14.9,-1.0,10.0,8.0,23.8,0,0
2005-06-29,14.4,-1.0,12.1,7.0,196.6,0,0
2005-06-30,1.2,-1.0,14.5,7.0,527.3,0,0
2005-07-01,-1.0,-1.0,15.3,0.0,446.6,0,0
2005-07-02,-1.0,-1.0,15.2,0.0,506.2,0,0
2005-07-03,0.1,-1.0,17.2,0.0,606.6,0,0
2005-07-04,-1.0,-1.0,20.2,0.0,448.8,0,0
2005-07-05,-1.0,-1.0,20.5,0.0,614.0,0,0
2005-07-06,1.3,-1.0,20.9,0.0,522.9,0,0
2005-07-07,3.6,-1.0,18.0,1.0,597.8,0,0
2005-07-08,-1.0,-1.0,17.7,1.0,409.8,0,0
2005-07-09,-1.0,-1.0,19.5,0.0,417.0,0,0
2005-07-10,-1.0,-1.0,22.2,0.0,332.3,0,0
2005-07-11,-1.0,-1.0,21.6,0.0,61.1,0,0
2005-07-12,-1.0,-1.0,21.2,0.0,365.7,0,0
2005-07-13,-1.0,-1.0,22.1,0.0,132.6,0,0
2005-07-14,-1.0,-1.0,17.3,0.0,399.6,0,0
2005-07-15,0.0,-1.0,17.9,5.0,225.5,0,0
2005-07-16,0.0,-1.0,20.1,0.0,216.8,0,0
2005-07-17,38.6,-1.0,18.6,7.0,146.2,0,0
2005-07-18,10.4,-1.0,18.6,7.0,304.7,0,0
2005-07-19,8.6,-1.0,17.8,0.0,329.8,0,0
2005-07-20,10.3,-1.0,16.9,8.0,39.5,0,0
2005-07-21,0.0,-1.0,17.4,7.0,1.0,0,0
2005-07-22,15.3,-1.0,16.0,7.0,2.7,0,0
2005-07-23,3.1,-1.0,15.9,7.0,0.4,0,0
2005-07-24,2.8,-1.0,15.7,7.0,36.6,0,0
2005-07-25,0.2,-1.0,16.3,1.0,59.2,0,0
2005-07-26,8.9,-1.0,17.5,7.0,210.2,0,0
2005-07-27,18.1,-1.0,16.5,7.0,175.7,0,0
2005-07-28,0.6,-1.0,17.3,7.0,1.2,0,0
2005-07-29,-1.0,-1.0,15.9,0.0,79.9,0,0
2005-07-30,-1.0,-1.0,14.9,0.0,232.6,0,0
2005-07-31,5.8,-1.0,15.8,3.0,353.5,0,0
2005-08-01,1.4,-1.0,14.9,7.0,369.5,0,0
2005-08-02,19.8,-1.0,14.5,7.0,243.5,0,0
2005-08-03,0.1,-1.0,14.5,3.0,199.8,0,0
2005-08-04,21.3,-1.0,13.6,0.0,150.6,0,0
2005-08-05,-1.0,-1.0,15.8,8.0,16.6,0,0
2005-08-06,2.7,-1.0,15.6,7.0,305.9,0,0
2005-08-07,14.4,-1.0,16.2,8.0,184.1,0,0
2005-08-08,0.0,-1.0,17.2,7.0,0.8,0,0
2005-08-09,1.9,-1.0,21.1,5.0,193.2,0,0
2005-08-10,9.3,-1.0,15.5,7.0,160.0,0,0
2005-08-11,4.4,-1.0,14.1,7.0,163.8,0,0
2005-08-12,6.0,-1.0,15.0,8.0,101.5,0,0
2005-08-13,0.1,-1.0,16.2,7.0,1.1,0,0
2005-08-14,-1.0,-1.0,15.6,8.0,31.2,0,0
2005-08-15,0.0,-1.0,15.1,7.0,2.0,0,0
2005-08-16,22.1,-1.0,13.0,7.0,105.0,0,0
2005-08-17,0.0,-1.0,12.1,5.0,27.0,0,0
2005-08-18,-1.0,-1.0,13.5,0.0,314.7,0,0
2005-08-19,-1.0,-1.0,16.6,0.0,169.3,0,0
2005-08-20,-1.0,-1.0,17.7,0.0,5.5,0,0
2005-08-21,9.2,-1.0,13.5,7.0,197.7,0,0
2005-08-22,-1.0,-1.0,13.2,0.0,291.1,0,0
2005-08-23,-1.0,-1.0,14.5,0.0,5.7,0,0
2005-08-24,-1.0,-1.0,16.5,0.0,19.7,0,0
2005-08-25,-1.0,-1.0,18.3,0.0,83.6,0,0
2005-08-26,6.4,-1.0,16.5,3.0,120.5,0,0
2005-08-27,0.3,-1.0,13.3,3.0,353.3,0,0
2005-08-28,10.4,-1.0,12.0,7.0,74.6,0,0
2005-08-29,3.5,-1.0,13.4,0.0,49.4,0,0
2005-08-30,0.0,-1.0,13.7,8.0,67.4,0,0
2005-08-31,-1.0,-1.0,11.6,0.0,304.0,0,0
2005-09-01,-1.0,-1.0,11.1,0.0,164.5,0,0
2005-09-02,-1.0,-1.0,12.6,0.0,394.1,0,0
2005-09-03,0.0,-1.0,13.0,0.0,9.0,0,0
2005-09-04,-1.0,-1.0,11.3,7.0,71.7,0,0
2005-09-05,-1.0,-1.0,12.4,7.0,131.0,0,0
2005-09-06,-1.0,-1.0,12.7,7.0,113.9,0,0
2005-09-07,4.1,-1.0,17.0,1.0,0.6,0,0
2005-09-08,0.2,-1.0,15.7,8.0,2.3,0,0
2005-09-09,-1.0,-1.0,13.7,7.0,0.7,0,0
2005-09-10,0.0,-1.0,9.2,0.0,170.5,0,0
2005-09-11,-1.0,-1.0,7.1,1.0,39.1,0,0
2005-09-12,2.8,-1.0,9.4,5.0,36.4,0,0
2005-09-13,5.8,-1.0,7.5,0.0,233.3,0,0
2005-09-14,8.9,-1.0,11.9,1.0,0.7,0,0
2005-09-15,0.0,-1.0,7.5,7.0,257.7,0,0
2005-09-16,3.6,-1.0,4.7,7.0,79.4,0,0
2005-09-17,0.3,-1.0,4.0,7.0,240.3,0,0
2005-09-18,2.4,-1.0,7.2,0.0,35.1,0,0
2005-09-19,0.1,-1.0,10.4,7.0,329.8,0,0
2005-09-20,0.1,-1.0,11.3,0.0,57.2,0,0
2005-09-21,0.0,-1.0,11.8,7.0,69.6,0,0
2005-09-22,-1.0,-1.0,8.3,0.0,306.4,0,0
2005-09-23,-1.0,-1.0,11.9,7.0,131.4,0,0
2005-09-24,-1.0,-1.0,12.3,0.0,5.7,0,0
2005-09-25,0.0,-1.0,13.0,7.0,169.8,0,0
2005-09-26,-1.0,-1.0,12.2,0.0,0.6,0,0
2005-09-27,-1.0,-1.0,14.5,0.0,0.4,0,0
2005-09-28,7.7,-1.0,13.5,3.0,0.5,0,0
2005-09-29,0.0,-1.0,10.1,7.0,0.8,0,0
2005-09-30,-1.0,-1.0,6.1,7.0,10.1,0,0
2005-10-01,-1.0,-1.0,7.6,9.0,0.7,0,0
2005-10-02,1.3,-1.0,11.2,8.0,0.1,0,0
2005-10-03,-1.0,-1.0,10.7,8.0,8.6,0,0
2005-10-04,-1.0,-1.0,9.4,7.0,272.7,0,0
2005-10-05,-1.0,-1.0,9.9,1.0,92.1,0,0
2005-10-06,-1.0,-1.0,10.4,7.0,128.0,0,0
2005-10-07,-1.0,-1.0,9.4,1.0,187.4,0,0
2005-10-08,-1.0,-1.0,11.5,8.0,0.4,0,0
2005-10-09,-1.0,-1.0,11.4,0.0,0.4,0,0
2005-10-10,0.0,-1.0,10.8,5.0,96.1,0,0
2005-10-11,-1.0,-1.0,11.5,0.0,175.9,0,0
2005-10-12,0.1,-1.0,9.4,0.0,1.8,0,0
2005-10-13,0.1,-1.0,5.9,0.0,0.5,0,0
2005-10-14,3.6,-1.0,5.9,0.0,6.9,0,0
2005-10-15,0.9,-1.0,5.0,0.0,1.1,0,0
2005-10-16,-1.0,-1.0,4.3,7.0,0.9,0,0
2005-10-17,-1.0,-1.0,2.6,8.0,1.3,0,0
2005-10-18,-1.0,-1.0,3.0,7.0,206.3,0,0
2005-10-19,0.1,-1.0,-0.1,0.0,2.1,0,0
2005-10-20,1.3,-1.0,6.2,8.0,1.2,0,0
2005-10-21,2.7,-1.0,7.4,7.0,2.3,0,0
2005-10-22,16.0,-1.0,4.5,7.0,2.3,0,0
2005-10-23,0.2,0.0,-0.3,7.0,11.6,0,0
2005-10-24,0.0,0.0,-3.0,8.0,139.5,0,0
2005-10-25,2.7,0.0,-2.4,0.0,177.3,0,0
2005-10-26,2.9,6.0,-0.7,7.0,136.2,0,0
2005-10-27,-1.0,9.0,-3.4,7.0,162.4,0,0
2005-10-28,0.7,9.0,-0.1,8.0,1.7,0,0
2005-10-29,-1.0,1.0,4.6,8.0,1.0,0,0
2005-10-30,0.0,0.0,6.8,7.0,20.9,0,0
2005-10-31,0.1,-1.0,6.6,7.0,0.7,0,0
2005-11-01,-1.0,-1.0,5.5,7.0,0.7,0,0
2005-11-02,0.8,-1.0,4.8,0.0,0.7,0,0
2005-11-03,0.9,-1.0,7.3,8.0,77.3,0,0
2005-11-04,3.7,-1.0,6.8,7.0,0.8,0,0
2005-11-05,6.1,-1.0,8.9,7.0,20.9,0,0
2005-11-06,1.3,-1.0,7.3,7.0,9.5,0,0
2005-11-07,4.3,-1.0,7.4,8.0,1.5,0,0
2005-11-08,0.6,-1.0,7.0,8.0,1.3,0,0
2005-11-09,-1.0,-1.0,7.6,7.0,1.4,0,0
2005-11-10,2.3,-1.0,7.3,7.0,66.7,0,0
2005-11-11,0.0,-1.0,5.7,8.0,1.5,0,0
2005-11-12,1.9,-1.0,6.3,8.0,1.4,0,0
2005-11-13,2.0,-1.0,7.2,8.0,1.1,0,0
2005-11-14,5.3,-1.0,4.9,7.0,1.5,0,0
2005-11-15,7.1,-1.0,4.6,7.0,1.1,0,0
2005-11-16,0.5,0.0,-1.2,7.0,32.9,0,0
2005-11-17,0.7,0.0,-1.0,7.0,2.7,0,0
2005-11-18,1.0,0.0,-1.8,5.0,1.8,0,0
2005-11-19,0.3,1.0,-1.7,7.0,2.2,0,0
2005-11-20,0.0,1.0,-2.0,7.0,16.0,0,0
2005-11-21,0.0,1.0,-1.7,8.0,24.7,0,0
2005-11-22,0.2,1.0,-1.1,7.0,1.5,0,0
2005-11-23,0.2,0.0,1.6,8.0,0.9,0,0
2005-11-24,1.4,-1.0,3.3,8.0,1.1,0,0
2005-11-25,0.8,-1.0,1.0,7.0,0.8,0,0
2005-11-26,8.2,0.0,-1.0,7.0,1.7,0,0
2005-11-27,3.1,9.0,-0.8,7.0,4.3,0,0
2005-11-28,8.4,7.0,0.0,7.0,1.8,0,0
2005-11-29,3.9,7.0,0.2,8.0,1.3,0,0
2005-11-30,3.6,11.0,-1.4,0.0,1.6,1,0
2005-12-01,4.9,13.0,-3.0,8.0,2.1,2,0
2005-12-02,0.6,19.0,0.0,8.0,2.0,3,0
2005-12-03,-1.0,16.0,-1.4,7.0,2.0,4,0
2005-12-04,0.2,15.0,-6.0,0.0,2.3,5,0
2005-12-05,2.8,15.0,-2.8,7.0,1.5,6,0
2005-12-06,0.3,16.0,-0.7,7.0,1.9,7,0
2005-12-07,0.2,16.0,-2.2,8.0,4.5,8,0
2005-12-08,0.1,16.0,-4.8,7.0,4.3,9,0
2005-12-09,0.2,15.0,-6.7,8.0,1.8,10,0
2005-12-10,0.7,15.0,-4.9,7.0,1.4,11,0
2005-12-11,4.6,16.0,-1.2,8.0,2.8,12,0
2005-12-12,0.0,16.0,2.0,8.0,1.1,13,0
2005-12-13,-1.0,14.0,0.6,8.0,1.4,14,0
2005-12-14,3.1,14.0,-5.3,3.0,3.3,15,0
2005-12-15,2.8,16.0,-1.0,7.0,2.4,16,0
2005-12-16,0.1,18.0,-6.3,8.0,2.1,17,0
2005-12-17,0.2,17.0,-13.4,8.0,1.6,18,0
2005-12-18,0.1,17.0,-14.0,8.0,1.6,19,0
2005-12-19,0.1,18.0,-7.3,8.0,2.1,20,0
2005-12-20,0.1,17.0,-7.7,7.0,2.7,21,0
2005-12-21,0.1,18.0,-15.8,8.0,4.4,22,0
2005-12-22,0.1,16.0,-16.8,1.0,5.6,23,0
2005-12-23,3.6,18.0,-8.2,7.0,3.2,24,0
2005-12-24,4.4,23.0,-1.1,8.0,1.1,25,1
2005-12-25,0.2,33.0,-5.6,7.0,1.2,26,2
2005-12-26,1.3,33.0,-10.9,8.0,2.9,27,3
2005-12-27,0.2,33.0,-10.7,8.0,2.5,28,4
2005-12-28,0.3,33.0,-8.8,8.0,1.9,29,5
2005-12-29,0.1,33.0,-9.5,1.0,2.9,30,6
2005-12-30,1.1,33.0,-3.9,7.0,2.9,31,7
2005-12-31,7.3,34.0,-1.8,7.0,1.5,32,8
2006-01-01,1.5,37.0,-1.5,7.0,2.1,33,9
2006-01-02,4.9,35.0,-1.0,7.0,2.1,34,10
2006-01-03,-1.0,38.0,-2.0,7.0,2.0,35,11
2006-01-04,0.0,38.0,-2.9,7.0,1.6,36,12
2006-01-05,-1.0,38.0,-3.9,8.0,1.6,37,13
2006-01-06,-1.0,38.0,-2.1,8.0,3.8,38,14
2006-01-07,-1.0,38.0,-3.8,8.0,4.1,39,15
2006-01-08,0.0,38.0,-7.2,0.0,3.5,40,16
2006-01-09,0.0,35.0,-3.2,8.0,7.8,41,17
2006-01-10,0.3,35.0,-2.9,7.0,1.1,42,18
2006-01-11,3.6,35.0,0.8,7.0,1.2,43,19
2006-01-12,-1.0,28.0,1.2,8.0,0.9,44,20
2006-01-13,0.0,27.0,-1.0,0.0,1.5,45,21
2006-01-14,-1.0,27.0,-1.3,8.0,1.7,46,22
2006-01-15,0.0,27.0,-1.2,7.0,12.6,47,23
2006-01-16,1.0,27.0,-2.6,8.0,2.6,48,24
2006-01-17,0.1,27.0,-8.7,8.0,14.5,49,25
2006-01-18,0.0,28.0,-18.8,7.0,42.4,50,26
2006-01-19,0.1,28.0,-26.0,0.0,37.4,51,27
2006-01-20,0.0,28.0,-27.0,0.0,5.2,52,28
2006-01-21,-1.0,28.0,-24.2,0.0,7.1,53,29
2006-01-22,0.0,28.0,-25.1,0.0,3.3,54,30
2006-01-23,0.3,28.0,-10.6,7.0,1.4,55,31
2006-01-24,5.0,28.0,-3.0,7.0,1.2,56,32
2006-01-25,3.1,34.0,-1.7,7.0,8.0,57,33
2006-01-26,0.1,36.0,-4.5,8.0,1.8,58,34
2006-01-27,-1.0,36.0,-1.4,8.0,28.3,59,35
2006-01-28,0.0,36.0,-4.4,0.0,2.1,60,36
2006-01-29,0.1,36.0,-0.2,8.0,28.0,61,37
2006-01-30,-1.0,31.0,-1.0,7.0,68.3,62,38
2006-01-31,0.9,31.0,-8.2,3.0,48.1,63,39
2006-02-01,0.7,32.0,-4.9,8.0,1.4,64,40
2006-02-02,5.0,33.0,-9.8,8.0,1.6,65,41
2006-02-03,0.0,41.0,-18.1,7.0,43.8,66,42
2006-02-04,0.0,41.0,-23.5,0.0,67.8,67,43
2006-02-05,0.1,41.0,-24.1,0.0,101.9,68,44
2006-02-06,0.1,41.0,-22.3,1.0,80.5,69,45
2006-02-07,0.1,41.0,-19.5,7.0,4.2,70,46
2006-02-08,0.1,41.0,-15.9,7.0,1.9,71,47
2006-02-09,0.8,38.0,-13.7,8.0,1.9,72,48
2006-02-10,0.0,40.0,-9.8,8.0,140.5,73,49
2006-02-11,0.0,40.0,-9.2,7.0,125.2,74,50
2006-02-12,0.8,40.0,-5.1,8.0,2.3,75,51
2006-02-13,0.5,40.0,-3.3,8.0,62.5,76,52
2006-02-14,0.0,40.0,-5.6,8.0,143.6,77,53
2006-02-15,0.3,40.0,-7.7,8.0,1.2,78,54
2006-02-16,0.4,40.0,-8.3,7.0,0.9,79,55
2006-02-17,0.1,40.0,-13.8,7.0,108.0,80,56
2006-02-18,2.0,40.0,-13.0,7.0,82.6,81,57
2006-02-19,0.7,42.0,-5.6,8.0,3.6,82,58
2006-02-20,0.0,43.0,-5.7,8.0,27.2,83,59
2006-02-21,0.2,43.0,-5.7,1.0,42.5,84,60
2006-02-22,1.0,43.0,-5.1,5.0,2.1,85,61
2006-02-23,0.1,44.0,-5.7,7.0,125.5,86,62
2006-02-24,0.1,44.0,-2.5,8.0,98.3,87,63
2006-02-25,-1.0,42.0,-3.6,8.0,127.9,88,64
2006-02-26,-1.0,42.0,-13.0,0.0,194.8,89,65
2006-02-27,0.0,42.0,-16.9,1.0,144.2,90,66
2006-02-28,0.9,42.0,-14.4,0.0,151.0,91,67
2006-03-01,0.1,43.0,-10.8,9.0,55.3,92,68
2006-03-02,-1.0,43.0,-10.5,7.0,237.2,93,69
2006-03-03,0.1,43.0,-11.5,8.0,33.0,94,70
2006-03-04,1.6,43.0,-12.3,7.0,129.4,95,71
2006-03-05,0.6,43.0,-9.1,8.0,131.6,96,72
2006-03-06,0.9,44.0,-7.4,7.0,174.9,97,73
2006-03-07,1.0,44.0,-12.1,7.0,157.0,98,74
2006-03-08,0.1,46.0,-13.2,8.0,56.3,99,75
2006-03-09,0.0,46.0,-16.4,1.0,35.5,100,76
