Date,cloud_cover_code,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],Direct solar radiation mean [W/m2],days_above_10cm,days_above_20cm
2005-01-01,0.0,-1.0,55.0,-4.3,,1,1
2005-01-02,8.0,0.8,55.0,-1.8,1.1,2,2
2005-01-03,8.0,1.7,53.0,-2.7,0.7,3,3
2005-01-04,7.0,0.3,54.0,-2.1,1.8,4,4
2005-01-05,8.0,0.9,54.0,-3.8,1.8,5,5
2005-01-06,8.0,3.8,55.0,-4.8,1.7,6,6
2005-01-07,8.0,5.0,58.0,-2.2,0.9,7,7
2005-01-08,8.0,10.5,59.0,0.0,1.3,8,8
2005-01-09,7.0,4.5,60.0,-1.1,1.3,9,9
2005-01-10,7.0,3.8,65.0,-6.7,2.1,10,10
2005-01-11,9.0,2.9,66.0,-1.3,1.3,11,11
2005-01-12,8.0,0.6,68.0,-1.6,1.3,12,12
2005-01-13,7.0,2.3,65.0,1.1,1.3,13,13
2005-01-14,7.0,8.2,65.0,-0.9,16.3,14,14
2005-01-15,7.0,2.3,65.0,-9.9,30.7,15,15
2005-01-16,8.0,0.6,64.0,-9.1,5.9,16,16
2005-01-17,9.0,0.4,64.0,-0.7,2.1,17,17
2005-01-18,8.0,0.1,62.0,-0.6,1.0,18,18
2005-01-19,8.0,-1.0,62.0,-2.4,1.0,19,19
2005-01-20,7.0,1.3,62.0,-2.8,0.9,20,20
2005-01-21,8.0,0.7,62.0,-2.9,1.1,21,21
2005-01-22,8.0,0.8,62.0,-5.8,2.9,22,22
2005-01-23,8.0,1.0,62.0,-7.5,3.4,23,23
2005-01-24,8.0,3.9,63.0,-4.6,27.8,24,24
2005-01-25,7.0,0.3,67.0,-4.3,11.7,25,25
2005-01-26,8.0,2.0,67.0,-12.1,1.2,26,26
2005-01-27,8.0,0.5,70.0,-12.8,1.4,27,27
2005-01-28,8.0,1.3,70.0,-15.5,8.9,28,28
2005-01-29,8.0,0.9,71.0,-11.6,14.5,29,29
2005-01-30,9.0,16.0,72.0,-10.7,1.2,30,30
2005-01-31,9.0,6.5,78.0,-5.9,1.0,31,31
2005-02-01,8.0,2.5,83.0,-9.8,1.2,32,32
2005-02-02,8.0,0.3,88.0,-10.4,1.3,33,33
2005-02-03,8.0,0.5,88.0,-7.3,1.1,34,34
2005-02-04,7.0,3.6,85.0,-6.7,0.8,35,35
2005-02-05,8.0,3.9,87.0,-4.0,35.1,36,36
2005-02-06,8.0,0.3,84.0,-3.6,102.4,37,37
2005-02-07,9.0,-1.0,83.0,-5.4,51.5,38,38
2005-02-08,8.0,-1.0,83.0,-5.0,2.8,39,39
2005-02-09,7.0,0.1,81.0,-8.0,1.9,40,40
2005-02-10,0.0,2.6,80.0,-6.6,0.6,41,41
2005-02-11,7.0,0.7,81.0,-1.7,41.3,42,42
2005-02-12,8.0,0.5,81.0,-2.3,118.3,43,43
2005-02-13,8.0,-1.0,80.0,-3.5,2.2,44,44
2005-02-14,7.0,-1.0,79.0,-10.3,51.9,45,45
2005-02-15,5.0,-1.0,79.0,-10.9,37.7,46,46
2005-02-16,0.0,-1.0,78.0,-15.8,56.8,47,47
2005-02-17,8.0,-1.0,78.0,-9.3,17.1,48,48
2005-02-18,8.0,-1.0,78.0,-11.6,1.6,49,49
2005-02-19,7.0,-1.0,78.0,-7.3,1.1,50,50
2005-02-20,8.0,0.5,78.0,-8.8,1.0,51,51
2005-02-21,8.0,0.0,78.0,-12.7,202.8,52,52
2005-02-22,0.0,-1.0,78.0,-16.5,220.5,53,53
2005-02-23,0.0,-1.0,78.0,-18.5,21.2,54,54
2005-02-24,0.0,1.5,78.0,-13.5,4.9,55,55
2005-02-25,7.0,0.0,79.0,-9.0,169.4,56,56
2005-02-26,3.0,-1.0,79.0,-12.5,166.7,57,57
2005-02-27,1.0,1.2,79.0,-14.4,222.4,58,58
2005-02-28,7.0,0.0,80.0,-16.6,105.3,59,59
2005-03-01,0.0,0.0,80.0,-17.6,198.9,60,60
2005-03-02,7.0,0.0,80.0,-15.5,122.2,61,61
2005-03-03,7.0,0.0,80.0,-12.3,262.0,62,62
2005-03-04,0.0,-1.0,80.0,-10.7,2.6,63,63
2005-03-05,7.0,-1.0,80.0,-8.7,1.5,64,64
2005-03-06,0.0,-1.0,80.0,-11.0,1.3,65,65
2005-03-07,0.0,0.2,80.0,-13.0,4.0,66,66
2005-03-08,7.0,0.0,78.0,-8.3,285.6,67,67
2005-03-09,0.0,0.0,78.0,-12.8,289.2,68,68
2005-03-10,0.0,0.0,78.0,-13.5,23.1,69,69
2005-03-11,0.0,1.0,78.0,-11.5,304.8,70,70
2005-03-12,8.0,0.2,79.0,-11.1,313.4,71,71
2005-03-13,7.0,0.3,79.0,-13.1,259.7,72,72
2005-03-14,7.0,5.5,78.0,-11.9,219.3,73,73
2005-03-15,8.0,0.1,86.0,-10.4,216.6,74,74
2005-03-16,0.0,0.3,86.0,-13.6,247.3,75,75
2005-03-17,8.0,0.3,86.0,-10.4,42.3,76,76
2005-03-18,7.0,0.2,85.0,-10.4,108.5,77,77
2005-03-19,0.0,0.3,85.0,-7.5,76.9,78,78
2005-03-20,5.0,0.5,84.0,-7.3,219.2,79,79
2005-03-21,0.0,-1.0,83.0,-7.8,266.7,80,80
2005-03-22,7.0,0.0,82.0,-6.5,357.1,81,81
2005-03-23,7.0,2.1,81.0,-7.8,7.0,82,82
2005-03-24,8.0,-1.0,83.0,-0.9,2.8,83,83
2005-03-25,7.0,-1.0,83.0,2.2,6.4,84,84
2005-03-26,7.0,-1.0,83.0,-1.5,3.2,85,85
2005-03-27,0.0,-1.0,80.0,-7.6,2.5,86,86
2005-03-28,0.0,0.0,78.0,-12.0,27.6,87,87
2005-03-29,7.0,1.5,78.0,-5.8,224.7,88,88
2005-03-30,1.0,-1.0,77.0,-2.2,37.6,89,89
2005-03-31,7.0,-1.0,77.0,0.8,247.6,90,90
2005-04-01,7.0,-1.0,77.0,2.4,98.4,91,91
2005-04-02,7.0,-1.0,75.0,2.2,93.6,92,92
2005-04-03,3.0,-1.0,73.0,2.0,347.7,93,93
2005-04-04,1.0,-1.0,71.0,1.0,149.8,94,94
2005-04-05,0.0,-1.0,70.0,5.5,1.2,95,95
2005-04-06,7.0,-1.0,64.0,3.1,305.4,96,96
2005-04-07,0.0,0.0,60.0,2.2,134.8,97,97
2005-04-08,7.0,1.7,58.0,3.7,1.1,98,98
2005-04-09,7.0,0.3,56.0,3.2,3.0,99,99
2005-04-10,9.0,-1.0,53.0,2.7,272.3,100,100
2005-04-11,7.0,2.2,50.0,1.3,1.3,101,101
2005-04-12,7.0,0.3,47.0,2.2,59.0,102,102
2005-04-13,7.0,0.0,43.0,4.8,2.3,103,103
2005-04-14,7.0,-1.0,39.0,4.3,1.8,104,104
2005-04-15,7.0,2.1,38.0,2.2,267.6,105,105
2005-04-16,8.0,-1.0,37.0,3.5,38.1,106,106
2005-04-17,0.0,-1.0,37.0,-0.6,363.1,107,107
2005-04-18,0.0,0.1,37.0,-1.6,129.7,108,108
2005-04-19,7.0,-1.0,33.0,-3.8,185.3,109,109
2005-04-20,7.0,1.0,33.0,-3.9,302.0,110,110
2005-04-21,9.0,1.7,34.0,-4.8,84.1,111,111
2005-04-22,8.0,1.6,35.0,-2.0,137.3,112,112
2005-04-23,0.0,-1.0,34.0,-1.2,442.3,113,113
2005-04-24,5.0,-1.0,33.0,0.8,451.9,114,114
2005-04-25,0.0,-1.0,31.0,2.2,215.3,115,115
2005-04-26,0.0,-1.0,30.0,4.0,493.6,116,116
2005-04-27,7.0,-1.0,28.0,5.5,403.2,117,117
2005-04-28,0.0,1.9,26.0,4.8,216.4,118,118
2005-04-29,8.0,1.0,22.0,1.6,107.8,119,119
2005-04-30,7.0,3.2,21.0,-0.7,125.3,120,120
2005-05-01,7.0,0.0,22.0,-0.1,523.4,121,121
2005-05-02,8.0,-1.0,22.0,0.4,358.1,122,122
2005-05-03,5.0,-1.0,21.0,3.5,1.6,123,123
2005-05-04,8.0,-1.0,20.0,6.5,4.8,124,0
2005-05-05,0.0,-1.0,12.0,3.2,2.4,125,0
2005-05-06,0.0,0.0,8.0,4.7,1.4,0,0
2005-05-07,7.0,0.3,7.0,2.4,160.3,0,0
2005-05-08,8.0,9.0,0.0,5.6,5.0,0,0
2005-05-09,7.0,0.5,0.0,7.3,1.8,0,0
2005-05-10,8.0,10.2,0.0,4.7,209.6,0,0
2005-05-11,7.0,3.7,0.0,4.8,1.2,0,0
2005-05-12,7.0,-1.0,0.0,7.4,84.6,0,0
2005-05-13,0.0,0.9,-1.0,7.8,385.7,0,0
2005-05-14,8.0,16.0,-1.0,4.7,361.8,0,0
2005-05-15,0.0,3.1,-1.0,4.7,509.0,0,0
2005-05-16,8.0,2.5,-1.0,9.9,292.3,0,0
2005-05-17,7.0,2.7,-1.0,9.9,1.1,0,0
2005-05-18,0.0,13.1,-1.0,5.9,493.6,0,0
2005-05-19,8.0,1.4,-1.0,5.8,255.2,0,0
2005-05-20,3.0,-1.0,-1.0,8.1,355.0,0,0
2005-05-21,0.0,-1.0,-1.0,10.8,6.2,0,0
2005-05-22,0.0,-1.0,-1.0,14.2,56.4,0,0
2005-05-23,0.0,-1.0,-1.0,15.9,350.3,0,0
2005-05-24,0.0,6.8,-1.0,18.7,,0,0
2005-05-25,1.0,-1.0,-1.0,15.2,,0,0
2005-05-26,7.0,3.1,-1.0,14.1,311.4,0,0
2005-05-27,7.0,1.6,-1.0,13.9,1.8,0,0
2005-05-28,1.0,0.0,-1.0,8.7,186.9,0,0
2005-05-29,0.0,-1.0,-1.0,10.0,23.1,0,0
2005-05-30,7.0,-1.0,-1.0,9.3,43.5,0,0
2005-05-31,0.0,-1.0,-1.0,7.6,344.1,0,0
2005-06-01,7.0,0.0,-1.0,6.6,191.9,0,0
2005-06-02,0.0,-1.0,-1.0,9.8,165.6,0,0
2005-06-03,8.0,-1.0,-1.0,11.2,215.2,0,0
2005-06-04,5.0,0.2,-1.0,12.4,288.9,0,0
2005-06-05,7.0,6.5,-1.0,11.9,41.9,0,0
2005-06-06,8.0,0.4,-1.0,13.0,50.8,0,0
2005-06-07,7.0,1.9,-1.0,12.8,4.9,0,0
2005-06-08,7.0,-1.0,-1.0,10.5,172.0,0,0
2005-06-09,0.0,-1.0,-1.0,12.7,175.4,0,0
2005-06-10,0.0,-1.0,-1.0,15.6,64.7,0,0
2005-06-11,8.0,-1.0,-1.0,17.9,148.7,0,0
2005-06-12,0.0,-1.0,-1.0,21.2,278.1,0,0
2005-06-13,5.0,-1.0,-1.0,22.6,482.6,0,0
2005-06-14,3.0,-1.0,-1.0,19.5,237.9,0,0
2005-06-15,3.0,1.0,-1.0,11.2,105.7,0,0
2005-06-16,8.0,-1.0,-1.0,12.2,272.7,0,0
2005-06-17,0.0,-1.0,-1.0,15.3,137.3,0,0
2005-06-18,0.0,-1.0,-1.0,13.6,399.3,0,0
2005-06-19,1.0,-1.0,-1.0,12.2,632.6,0,0
2005-06-20,0.0,-1.0,-1.0,12.4,353.2,0,0
2005-06-21,0.0,-1.0,-1.0,14.6,249.6,0,0
2005-06-22,0.0,-1.0,-1.0,17.4,7.4,0,0
2005-06-23,0.0,-1.0,-1.0,18.9,308.4,0,0
2005-06-24,7.0,9.4,-1.0,18.5,106.2,0,0
2005-06-25,7.0,3.8,-1.0,14.5,23.0,0,0
2005-06-26,7.0,0.8,-1.0,11.7,183.6,0,0
2005-06-27,1.0,4.0,-1.0,14.4,193.3,0,0
2005-06-28,9.0,3.6,-1.0,11.8,23.8,0,0
2005-06-29,7.0,2.1,-1.0,13.9,196.6,0,0
2005-06-30,7.0,0.0,-1.0,12.6,527.3,0,0
2005-07-01,0.0,-1.0,-1.0,11.3,446.6,0,0
2005-07-02,5.0,-1.0,-1.0,14.3,506.2,0,0
2005-07-03,0.0,-1.0,-1.0,16.4,606.6,0,0
2005-07-04,0.0,-1.0,-1.0,19.8,448.8,0,0
2005-07-05,0.0,-1.0,-1.0,19.7,614.0,0,0
2005-07-06,1.0,-1.0,-1.0,15.4,522.9,0,0
2005-07-07,0.0,-1.0,-1.0,13.7,597.8,0,0
2005-07-08,0.0,-1.0,-1.0,17.1,409.8,0,0
2005-07-09,0.0,-1.0,-1.0,19.8,417.0,0,0
2005-07-10,0.0,-1.0,-1.0,20.9,332.3,0,0
2005-07-11,0.0,-1.0,-1.0,22.4,61.1,0,0
2005-07-12,1.0,-1.0,-1.0,20.8,365.7,0,0
2005-07-13,0.0,-1.0,-1.0,22.2,132.6,0,0
2005-07-14,5.0,-1.0,-1.0,18.0,399.6,0,0
2005-07-15,1.0,0.1,-1.0,17.8,225.5,0,0
2005-07-16,1.0,-1.0,-1.0,20.5,216.8,0,0
2005-07-17,0.0,2.5,-1.0,19.0,146.2,0,0
2005-07-18,0.0,2.0,-1.0,20.9,304.7,0,0
2005-07-19,7.0,4.6,-1.0,19.9,329.8,0,0
2005-07-20,7.0,3.2,-1.0,17.5,39.5,0,0
2005-07-21,3.0,1.9,-1.0,18.8,1.0,0,0
2005-07-22,7.0,19.1,-1.0,19.5,2.7,0,0
2005-07-23,7.0,0.2,-1.0,17.9,0.4,0,0
2005-07-24,1.0,1.5,-1.0,18.4,36.6,0,0
2005-07-25,3.0,2.3,-1.0,16.7,59.2,0,0
2005-07-26,8.0,0.0,-1.0,18.0,210.2,0,0
2005-07-27,0.0,1.2,-1.0,17.0,175.7,0,0
2005-07-28,7.0,1.1,-1.0,17.1,1.2,0,0
2005-07-29,1.0,-1.0,-1.0,15.6,79.9,0,0
2005-07-30,1.0,-1.0,-1.0,13.7,232.6,0,0
2005-07-31,0.0,-1.0,-1.0,15.2,353.5,0,0
2005-08-01,0.0,5.0,-1.0,15.1,369.5,0,0
2005-08-02,7.0,1.8,-1.0,16.0,243.5,0,0
2005-08-03,8.0,-1.0,-1.0,15.2,199.8,0,0
2005-08-04,0.0,-1.0,-1.0,15.6,150.6,0,0
2005-08-05,3.0,-1.0,-1.0,15.7,16.6,0,0
2005-08-06,0.0,10.0,-1.0,15.9,305.9,0,0
2005-08-07,8.0,0.8,-1.0,18.1,184.1,0,0
2005-08-08,1.0,-1.0,-1.0,20.4,0.8,0,0
2005-08-09,3.0,0.0,-1.0,23.2,193.2,0,0
2005-08-10,0.0,1.1,-1.0,19.6,160.0,0,0
2005-08-11,8.0,-1.0,-1.0,16.7,163.8,0,0
2005-08-12,1.0,5.6,-1.0,15.0,101.5,0,0
2005-08-13,8.0,0.8,-1.0,16.6,1.1,0,0
2005-08-14,7.0,4.4,-1.0,16.1,31.2,0,0
2005-08-15,8.0,0.2,-1.0,16.6,2.0,0,0
2005-08-16,8.0,3.0,-1.0,14.7,105.0,0,0
2005-08-17,7.0,9.4,-1.0,11.6,27.0,0,0
2005-08-18,7.0,0.0,-1.0,12.4,314.7,0,0
2005-08-19,0.0,-1.0,-1.0,13.8,169.3,0,0
2005-08-20,0.0,-1.0,-1.0,16.6,5.5,0,0
2005-08-21,0.0,5.5,-1.0,13.9,197.7,0,0
2005-08-22,1.0,0.0,-1.0,13.0,291.1,0,0
2005-08-23,0.0,-1.0,-1.0,13.9,5.7,0,0
2005-08-24,0.0,-1.0,-1.0,16.1,19.7,0,0
2005-08-25,0.0,-1.0,-1.0,17.7,83.6,0,0
2005-08-26,0.0,1.8,-1.0,18.2,120.5,0,0
2005-08-27,0.0,0.6,-1.0,15.2,353.3,0,0
2005-08-28,3.0,3.6,-1.0,13.9,74.6,0,0
2005-08-29,7.0,1.1,-1.0,14.0,49.4,0,0
2005-08-30,7.0,0.2,-1.0,15.1,67.4,0,0
2005-08-31,7.0,0.0,-1.0,13.1,304.0,0,0
2005-09-01,0.0,-1.0,-1.0,12.7,164.5,0,0
2005-09-02,0.0,-1.0,-1.0,12.0,394.1,0,0
2005-09-03,0.0,-1.0,-1.0,14.9,9.0,0,0
2005-09-04,7.0,-1.0,-1.0,11.9,71.7,0,0
2005-09-05,7.0,0.0,-1.0,11.4,131.0,0,0
2005-09-06,0.0,1.0,-1.0,10.4,113.9,0,0
2005-09-07,8.0,5.0,-1.0,15.6,0.6,0,0
2005-09-08,7.0,0.1,-1.0,15.0,2.3,0,0
2005-09-09,7.0,-1.0,-1.0,13.8,0.7,0,0
2005-09-10,9.0,-1.0,-1.0,8.6,170.5,0,0
2005-09-11,9.0,0.0,-1.0,7.8,39.1,0,0
2005-09-12,7.0,2.2,-1.0,10.5,36.4,0,0
2005-09-13,9.0,0.7,-1.0,8.3,233.3,0,0
2005-09-14,9.0,17.0,-1.0,8.9,0.7,0,0
2005-09-15,9.0,2.5,-1.0,8.1,257.7,0,0
2005-09-16,9.0,0.6,-1.0,4.2,79.4,0,0
2005-09-17,9.0,2.2,-1.0,3.9,240.3,0,0
2005-09-18,9.0,0.0,-1.0,6.3,35.1,0,0
2005-09-19,9.0,-1.0,-1.0,8.8,329.8,0,0
2005-09-20,9.0,0.3,-1.0,9.9,57.2,0,0
2005-09-21,9.0,-1.0,-1.0,11.6,69.6,0,0
2005-09-22,9.0,-1.0,-1.0,8.7,306.4,0,0
2005-09-23,9.0,-1.0,-1.0,9.9,131.4,0,0
2005-09-24,9.0,-1.0,-1.0,11.4,5.7,0,0
2005-09-25,9.0,0.0,-1.0,12.2,169.8,0,0
2005-09-26,9.0,-1.0,-1.0,11.3,0.6,0,0
2005-09-27,9.0,-1.0,-1.0,12.6,0.4,0,0
2005-09-28,9.0,3.8,-1.0,12.8,0.5,0,0
2005-09-29,9.0,3.1,-1.0,11.1,0.8,0,0
2005-09-30,9.0,2.2,-1.0,8.4,10.1,0,0
2005-10-01,9.0,-1.0,-1.0,9.1,0.7,0,0
2005-10-02,9.0,2.5,-1.0,13.0,0.1,0,0
2005-10-03,9.0,-1.0,-1.0,11.4,8.6,0,0
2005-10-04,1.0,-1.0,-1.0,8.4,272.7,0,0
2005-10-05,9.0,-1.0,-1.0,7.3,92.1,0,0
2005-10-06,9.0,0.0,-1.0,9.3,128.0,0,0
2005-10-07,0.0,0.0,-1.0,8.5,187.4,0,0
2005-10-08,8.0,0.0,-1.0,9.7,0.4,0,0
2005-10-09,7.0,0.1,-1.0,9.5,0.4,0,0
2005-10-10,0.0,-1.0,-1.0,9.3,96.1,0,0
2005-10-11,7.0,0.1,-1.0,10.0,175.9,0,0
2005-10-12,0.0,0.0,-1.0,8.7,1.8,0,0
2005-10-13,9.0,-1.0,-1.0,7.7,0.5,0,0
2005-10-14,8.0,4.5,-1.0,8.4,6.9,0,0
2005-10-15,8.0,2.6,-1.0,4.2,1.1,0,0
2005-10-16,8.0,0.0,-1.0,3.2,0.9,0,0
2005-10-17,1.0,-1.0,-1.0,0.8,1.3,0,0
2005-10-18,7.0,-1.0,-1.0,2.4,206.3,0,0
2005-10-19,0.0,-1.0,-1.0,-0.6,2.1,0,0
2005-10-20,7.0,0.3,-1.0,3.1,1.2,0,0
2005-10-21,7.0,3.0,-1.0,6.3,2.3,0,0
2005-10-22,8.0,14.6,-1.0,3.9,2.3,0,0
2005-10-23,8.0,4.6,3.0,-0.1,11.6,0,0
2005-10-24,8.0,0.7,0.0,-1.8,139.5,0,0
2005-10-25,8.0,-1.0,0.0,-4.0,177.3,0,0
2005-10-26,8.0,-1.0,1.0,-4.5,136.2,0,0
2005-10-27,8.0,-1.0,1.0,-4.2,162.4,0,0
2005-10-28,5.0,-1.0,1.0,-1.9,1.7,0,0
2005-10-29,8.0,-1.0,1.0,3.6,1.0,0,0
2005-10-30,3.0,-1.0,0.0,3.9,20.9,0,0
2005-10-31,8.0,0.0,-1.0,4.4,0.7,0,0
2005-11-01,9.0,-1.0,-1.0,4.5,0.7,0,0
2005-11-02,0.0,0.2,-1.0,2.6,0.7,0,0
2005-11-03,0.0,-1.0,-1.0,4.3,77.3,0,0
2005-11-04,8.0,0.2,-1.0,5.3,0.8,0,0
2005-11-05,7.0,1.5,-1.0,7.3,20.9,0,0
2005-11-06,8.0,2.4,-1.0,6.0,9.5,0,0
2005-11-07,8.0,2.6,-1.0,6.0,1.5,0,0
2005-11-08,7.0,0.8,-1.0,6.7,1.3,0,0
2005-11-09,8.0,-1.0,-1.0,6.1,1.4,0,0
2005-11-10,7.0,0.5,-1.0,6.6,66.7,0,0
2005-11-11,7.0,2.2,-1.0,6.0,1.5,0,0
2005-11-12,7.0,1.3,-1.0,4.4,1.4,0,0
2005-11-13,8.0,1.5,-1.0,7.4,1.1,0,0
2005-11-14,8.0,7.8,-1.0,4.2,1.5,0,0
2005-11-15,8.0,17.1,-1.0,5.3,1.1,0,0
2005-11-16,8.0,0.6,-1.0,-0.4,32.9,0,0
2005-11-17,7.0,-1.0,0.0,-1.2,2.7,0,0
2005-11-18,8.0,15.8,0.0,-3.4,1.8,0,0
2005-11-19,9.0,1.2,14.0,-3.5,2.2,1,0
2005-11-20,8.0,0.2,15.0,-2.3,16.0,2,0
2005-11-21,8.0,-1.0,15.0,-2.5,24.7,3,0
2005-11-22,8.0,-1.0,14.0,-2.1,1.5,4,0
2005-11-23,8.0,0.1,10.0,0.8,0.9,0,0
2005-11-24,9.0,0.7,3.0,1.4,1.1,0,0
2005-11-25,8.0,0.6,0.0,0.5,0.8,0,0
2005-11-26,8.0,12.7,1.0,-1.6,1.7,0,0
2005-11-27,8.0,0.5,15.0,-1.1,4.3,1,0
2005-11-28,7.0,2.3,16.0,-0.2,1.8,2,0
2005-11-29,8.0,0.1,16.0,0.9,1.3,3,0
2005-11-30,7.0,4.3,10.0,0.1,1.6,0,0
2005-12-01,8.0,3.7,17.0,-2.4,2.1,1,0
2005-12-02,7.0,1.5,20.0,-2.9,2.0,2,0
2005-12-03,8.0,0.0,22.0,-0.5,2.0,3,1
2005-12-04,7.0,0.1,22.0,-5.9,2.3,4,2
2005-12-05,8.0,1.5,22.0,-4.1,1.5,5,3
2005-12-06,8.0,0.3,15.0,-2.8,1.9,6,0
2005-12-07,8.0,0.2,15.0,-5.1,4.5,7,0
2005-12-08,7.0,0.3,15.0,-7.6,4.3,8,0
2005-12-09,8.0,4.0,15.0,-10.7,1.8,9,0
2005-12-10,7.0,3.0,16.0,-9.6,1.4,10,0
2005-12-11,8.0,9.4,19.0,-7.3,2.8,11,0
2005-12-12,8.0,2.0,30.0,-0.5,1.1,12,1
2005-12-13,8.0,0.0,29.0,-5.9,1.4,13,2
2005-12-14,0.0,2.6,27.0,-9.6,3.3,14,3
2005-12-15,8.0,3.6,29.0,-4.3,2.4,15,4
2005-12-16,8.0,13.2,30.0,-3.1,2.1,16,5
2005-12-17,8.0,0.1,40.0,-7.7,1.6,17,6
2005-12-18,8.0,4.0,37.0,-5.7,1.6,18,7
2005-12-19,8.0,0.2,44.0,-5.5,2.1,19,8
2005-12-20,8.0,0.0,43.0,-6.6,2.7,20,9
2005-12-21,7.0,0.0,41.0,-7.5,4.4,21,10
2005-12-22,0.0,0.1,40.0,-7.9,5.6,22,11
2005-12-23,0.0,2.0,39.0,-11.9,3.2,23,12
2005-12-24,8.0,5.1,36.0,-5.2,1.1,24,13
2005-12-25,8.0,0.9,40.0,-9.9,1.2,25,14
2005-12-26,0.0,0.0,40.0,-13.2,2.9,26,15
2005-12-27,7.0,0.0,42.0,-14.8,2.5,27,16
2005-12-28,8.0,0.4,42.0,-13.4,1.9,28,17
2005-12-29,9.0,0.1,42.0,-12.6,2.9,29,18
2005-12-30,7.0,1.0,41.0,-7.7,2.9,30,19
2005-12-31,7.0,1.3,42.0,-1.1,1.5,31,20
2006-01-01,7.0,0.2,42.0,-1.1,2.1,32,21
2006-01-02,8.0,4.4,38.0,-0.9,2.1,33,22
2006-01-03,7.0,0.1,31.0,-2.1,2.0,34,23
2006-01-04,7.0,0.0,36.0,-3.7,1.6,35,24
2006-01-05,8.0,1.7,40.0,-3.4,1.6,36,25
2006-01-06,8.0,0.0,34.0,-2.0,3.8,37,26
2006-01-07,8.0,-1.0,34.0,-5.0,4.1,38,27
2006-01-08,5.0,-1.0,33.0,-7.4,3.5,39,28
2006-01-09,8.0,0.0,38.0,-7.0,7.8,40,29
2006-01-10,8.0,1.0,38.0,-5.1,1.1,41,30
2006-01-11,7.0,3.8,39.0,-0.2,1.2,42,31
2006-01-12,7.0,0.0,35.0,1.4,0.9,43,32
2006-01-13,7.0,-1.0,32.0,-2.5,1.5,44,33
2006-01-14,8.0,0.0,29.0,-3.7,1.7,45,34
2006-01-15,8.0,0.1,30.0,-1.6,12.6,46,35
2006-01-16,8.0,0.1,32.0,-7.7,2.6,47,36
2006-01-17,0.0,-1.0,32.0,-22.9,14.5,48,37
2006-01-18,0.0,-1.0,31.0,-26.6,42.4,49,38
2006-01-19,0.0,0.0,32.0,-28.5,37.4,50,39
2006-01-20,0.0,-1.0,32.0,-30.4,5.2,51,40
2006-01-21,0.0,-1.0,31.0,-32.5,7.1,52,41
2006-01-22,0.0,0.0,30.0,-32.9,3.3,53,42
2006-01-23,1.0,0.7,32.0,-17.8,1.4,54,43
2006-01-24,7.0,6.2,32.0,-6.0,1.2,55,44
2006-01-25,9.0,3.2,38.0,-4.2,8.0,56,45
2006-01-26,8.0,5.2,42.0,-7.4,1.8,57,46
2006-01-27,8.0,1.6,45.0,-1.2,28.3,58,47
2006-01-28,8.0,1.7,46.0,-6.2,2.1,59,48
2006-01-29,8.0,1.0,48.0,-6.4,28.0,60,49
2006-01-30,8.0,0.0,48.0,-6.2,68.3,61,50
2006-01-31,8.0,0.2,48.0,-14.3,48.1,62,51
2006-02-01,7.0,0.0,48.0,-21.6,1.4,63,52
2006-02-02,7.0,0.0,48.0,-25.5,1.6,64,53
2006-02-03,0.0,0.0,48.0,-26.8,43.8,65,54
2006-02-04,8.0,-1.0,48.0,-20.7,67.8,66,55
2006-02-05,0.0,0.2,48.0,-22.1,101.9,67,56
2006-02-06,1.0,0.0,48.0,-25.5,80.5,68,57
2006-02-07,0.0,0.0,48.0,-25.6,4.2,69,58
2006-02-08,0.0,0.0,48.0,-21.0,1.9,70,59
2006-02-09,7.0,0.3,48.0,-18.8,1.9,71,60
2006-02-10,8.0,0.5,48.0,-12.7,140.5,72,61
2006-02-11,8.0,0.0,46.0,-10.5,125.2,73,62
2006-02-12,0.0,0.0,47.0,-12.3,2.3,74,63
2006-02-13,8.0,2.0,48.0,-10.3,62.5,75,64
2006-02-14,8.0,0.0,50.0,-10.3,143.6,76,65
2006-02-15,1.0,0.1,49.0,-14.5,1.2,77,66
2006-02-16,7.0,0.2,49.0,-10.0,0.9,78,67
2006-02-17,1.0,2.9,49.0,-13.1,108.0,79,68
2006-02-18,8.0,1.7,53.0,-11.8,82.6,80,69
2006-02-19,7.0,0.5,53.0,-7.3,3.6,81,70
2006-02-20,8.0,0.3,54.0,-6.2,27.2,82,71
2006-02-21,8.0,0.5,53.0,-6.7,42.5,83,72
2006-02-22,0.0,0.1,54.0,-15.5,2.1,84,73
2006-02-23,8.0,0.1,54.0,-9.0,125.5,85,74
2006-02-24,0.0,0.0,54.0,-7.6,98.3,86,75
2006-02-25,7.0,-1.0,53.0,-5.5,127.9,87,76
2006-02-26,7.0,0.2,52.0,-12.9,194.8,88,77
2006-02-27,9.0,0.1,54.0,-12.5,144.2,89,78
2006-02-28,8.0,0.3,55.0,-13.5,151.0,90,79
2006-03-01,8.0,0.0,55.0,-16.4,55.3,91,80
2006-03-02,7.0,0.0,55.0,-12.2,237.2,92,81
2006-03-03,5.0,0.1,55.0,-14.7,33.0,93,82
2006-03-04,0.0,0.8,55.0,-14.4,129.4,94,83
2006-03-05,7.0,0.3,56.0,-15.0,131.6,95,84
2006-03-06,0.0,0.0,56.0,-16.7,174.9,96,85
2006-03-07,0.0,1.0,56.0,-17.3,157.0,97,86
2006-03-08,8.0,0.2,57.0,-13.3,56.3,98,87
