Date,Precipitation amount [mm],Snow depth [cm],Average temperature [°C],cloud_cover_code
2008-04-27,3,46,1.7,7
2008-04-28,0,42,2.3,8
2008-04-29,0,41,3.8,8
2008-04-30,-1,37,7.8,7
2008-05-01,-1,30,4,0
2008-05-02,-1,25,6.4,0
2008-05-03,-1,17,8.4,5
2008-05-04,7.5,11,8.2,0
2008-05-05,5.2,2,1.6,7
2008-05-06,1.3,2,0,1
2008-05-07,2,3,1.4,8
2008-05-08,0.7,0,3.1,8
2008-05-09,0.1,0,6.2,8
2008-05-10,0,0,5.7,7
2008-05-11,8.2,-1,0.8,0
2008-05-12,4.9,1,1.1,8
2008-05-13,0.8,-1,1.6,7
2008-05-14,0,-1,0.7,8
2008-05-15,0,-1,-0.2,7
2008-05-16,2.5,-1,-1.2,3
2008-05-17,3.9,0,0.5,8
2008-05-18,4.6,1,1.3,8
2008-05-19,0.2,5,1,9
2008-05-20,-1,-1,1.2,8
2008-05-21,0,-1,1,7
2008-05-22,-1,-1,1.6,5
2008-05-23,-1,-1,4.8,1
2008-05-24,-1,-1,5.6,7
2008-05-25,-1,-1,7.3,1
2008-05-26,0,-1,7.8,7
2008-05-27,-1,-1,7.4,7
2008-05-28,0,-1,9.3,8
2008-05-29,-1,-1,10.1,8
2008-05-30,-1,-1,8.7,7
2008-05-31,-1,-1,11,0
2008-06-01,1.6,-1,11.6,3
2008-06-02,-1,-1,12.3,7
2008-06-03,-1,-1,10.5,8
2008-06-04,-1,-1,11.8,0
2008-06-05,-1,-1,12.2,1
2008-06-06,0,-1,6.1,0
2008-06-07,3.2,-1,7.9,0
2008-06-08,-1,-1,3.9,8
2008-06-09,0.4,-1,3.5,0
2008-06-10,0.1,-1,5.2,7
2008-06-11,5.6,-1,2.9,0
2008-06-12,2.8,-1,5.8,8
2008-06-13,3.7,-1,8.6,7
2008-06-14,-1,-1,12.5,7
2008-06-15,1.8,-1,12.2,0
2008-06-16,0.1,-1,12.6,7
2008-06-17,0.4,-1,14.2,8
2008-06-18,-1,-1,15.3,8
2008-06-19,0,-1,16.7,8
2008-06-20,0.2,-1,17.4,7
2008-06-21,2.8,-1,15.4,8
2008-06-22,4.1,-1,13.3,7
2008-06-23,-1,-1,14.6,0
2008-06-24,1.8,-1,14.3,1
2008-06-25,7.3,-1,13.6,7
2008-06-26,8,-1,9.9,7
2008-06-27,0.5,-1,10.4,8
2008-06-28,0.4,-1,11.2,1
2008-06-29,-1,-1,14.6,7
2008-06-30,1.4,-1,14.2,0
2008-07-01,1.1,-1,16.5,7
2008-07-02,-1,-1,18,5
2008-07-03,-1,-1,19.1,1
2008-07-04,0,-1,12.2,0
2008-07-05,2.3,-1,8.1,8
2008-07-06,8.4,-1,7,8
2008-07-07,7.4,-1,8.4,8
2008-07-08,13,-1,6,7
2008-07-09,16.5,-1,7.8,8
2008-07-10,6.8,-1,10.2,7
2008-07-11,8.8,-1,11.3,7
2008-07-12,3.2,-1,13.3,7
2008-07-13,0.7,-1,14.6,0
2008-07-14,-1,-1,15.3,5
2008-07-15,-1,-1,14.8,0
2008-07-16,7.7,-1,14.3,7
2008-07-17,5.7,-1,15,7
2008-07-18,0.2,-1,15.4,7
2008-07-19,-1,-1,16,0
2008-07-20,9.5,-1,16.5,0
2008-07-21,0.6,-1,17.9,8
2008-07-22,2.2,-1,16.3,7
2008-07-23,1.2,-1,13.8,7
2008-07-24,0.7,-1,14.2,5
2008-07-25,0.2,-1,13.6,0
2008-07-26,1.1,-1,12.6,7
2008-07-27,-1,-1,11.9,8
2008-07-28,-1,-1,11.6,7
2008-07-29,-1,-1,11.7,0
2008-07-30,0.4,-1,14,0
2008-07-31,6,-1,12.2,7
2008-08-01,-1,-1,8.5,8
2008-08-02,0.3,-1,7.1,7
2008-08-03,0.1,-1,5.4,3
2008-08-04,-1,-1,6.5,5
2008-08-05,-1,-1,9.1,0
2008-08-06,0.1,-1,9.3,8
2008-08-07,0.5,-1,11.3,7
2008-08-08,0.4,-1,11.9,1
2008-08-09,2.7,-1,11,7
2008-08-10,0.1,-1,10.5,8
2008-08-11,4.6,-1,12.2,7
2008-08-12,0.3,-1,13.3,7
2008-08-13,9.9,-1,14,5
2008-08-14,0.6,-1,15.1,8
2008-08-15,4.8,-1,13,7
2008-08-16,-1,-1,10.9,1
2008-08-17,-1,-1,13.6,0
2008-08-18,6.3,-1,10.2,3
2008-08-19,13,-1,8.7,7
2008-08-20,2.9,-1,10.9,8
2008-08-21,0.3,-1,14.1,7
2008-08-22,12.3,-1,14.5,7
2008-08-23,8.5,-1,13.1,8
2008-08-24,0,-1,9.9,8
2008-08-25,0.2,-1,10.5,7
2008-08-26,-1,-1,8.8,8
2008-08-27,-1,-1,8.5,7
2008-08-28,-1,-1,8.1,8
2008-08-29,1,-1,8.4,7
2008-08-30,0.3,-1,6.1,8
2008-08-31,0.6,-1,4.8,5
2008-09-01,1,-1,3.8,7
2008-09-02,0.4,-1,2.7,0
2008-09-03,5.9,-1,7.2,5
2008-09-04,4.9,-1,10.6,7
2008-09-05,8.6,-1,8.3,0
2008-09-06,-1,-1,7.4,7
2008-09-07,0.2,-1,4.4,7
2008-09-08,0.2,-1,4.6,1
2008-09-09,-1,-1,4,0
2008-09-10,-1,-1,5.8,8
2008-09-11,-1,-1,4.6,8
2008-09-12,-1,-1,2.6,0
2008-09-13,-1,-1,3.6,3
2008-09-14,-1,-1,6.1,8
2008-09-15,-1,-1,5.4,8
2008-09-16,-1,-1,5.1,8
2008-09-17,-1,-1,4,8
2008-09-18,0.6,-1,4.7,8
2008-09-19,-1,-1,5.9,7
2008-09-20,-1,-1,7.1,8
2008-09-21,-1,-1,6.5,8
2008-09-22,-1,-1,9.4,8
2008-09-23,0.3,-1,10,8
2008-09-24,-1,-1,6.9,0
2008-09-25,0.2,-1,-0.6,0
2008-09-26,10.5,-1,-0.5,0
2008-09-27,1.5,-1,3.3,9
2008-09-28,0.5,-1,6.3,8
2008-09-29,-1,-1,5.1,8
2008-09-30,-1,-1,1.3,3
2008-10-01,-1,-1,0.6,8
2008-10-02,0.3,-1,0.1,8
2008-10-03,-1,-1,1.3,8
2008-10-04,1.5,-1,0.4,0
2008-10-05,3.1,-1,5.2,8
2008-10-06,1.2,-1,5.4,8
2008-10-07,1.6,-1,3.5,7
2008-10-08,-1,-1,1.2,7
2008-10-09,2.8,-1,-2.1,0
2008-10-10,-1,-1,3.3,8
2008-10-11,1,-1,5.9,8
2008-10-12,4.8,-1,3.2,7
2008-10-13,-1,-1,2.3,8
2008-10-14,0.3,-1,2.4,8
2008-10-15,6,-1,2.9,8
2008-10-16,2.8,-1,3.3,8
2008-10-17,4.3,-1,3.2,8
2008-10-18,12.6,-1,2.7,8
2008-10-19,-1,-1,0.3,8
2008-10-20,2.9,-1,0.6,7
2008-10-21,4.5,-1,7.7,8
2008-10-22,1,-1,4.9,7
2008-10-23,-1,-1,3.5,1
2008-10-24,3,-1,4.8,1
2008-10-25,11.4,-1,6.1,8
2008-10-26,0.8,-1,5.1,7
2008-10-27,4,-1,1.5,0
2008-10-28,-1,-1,2.6,8
2008-10-29,-1,-1,1.2,8
2008-10-30,-1,-1,-0.7,3
2008-10-31,2,-1,-2.7,7
2008-11-01,-1,-1,-2.4,8
2008-11-02,0.7,2,-1.6,0
2008-11-03,-1,3,-2.5,7
2008-11-04,-,3,-3.4,0
2008-11-05,-,4,-1.3,7
2008-11-06,-,4,-5.1,9
2008-11-07,-1,4,-1,8
2008-11-08,-,4,-1.3,8
2008-11-09,-,4,1.2,8
2008-11-10,3,2,2.1,8
2008-11-11,1.4,-1,1.6,7
2008-11-12,0.5,-1,1.8,8
2008-11-13,-,-1,-0.8,8
2008-11-14,-,4,-4.8,8
2008-11-15,-,3,-3.7,7
2008-11-16,-,4,-7.4,8
2008-11-17,-,4,-8.7,8
2008-11-18,-,4,-0.6,8
2008-11-19,-,8,-2.5,9
2008-11-20,-,11,-6.4,8
2008-11-21,-,11,-4.4,7
2008-11-22,-,9,-6.6,8
2008-11-23,-,10,-5,7
2008-11-24,-,12,-3.6,9
2008-11-25,-,12,-5.9,8
2008-11-26,-,11,-4.4,7
2008-11-27,-,14,-5.2,7
2008-11-28,-,15,-4.7,8
2008-11-29,-,22,-6.6,8
2008-11-30,-,20,-3.1,8
2008-12-01,-1,23,0.6,8
2008-12-02,-1,20,0,8
2008-12-03,3.4,19,-0.1,8
2008-12-04,4.8,22,0.2,8
2008-12-05,-1,25,-1.3,8
2008-12-06,-1,23,-12.4,8
2008-12-07,0.6,25,-11,8
2008-12-08,2,25,-5.9,8
2008-12-09,2.3,27,-2.8,8
2008-12-10,-1,27,-2.8,8
2008-12-11,-1,28,-5.2,8
2008-12-12,-1,27,-8.4,8
2008-12-13,0.5,26,-2,8
2008-12-14,-1,26,-1.8,8
2008-12-15,-1,26,-2.9,8
2008-12-16,-1,25,-8.7,8
2008-12-17,0.3,26,-4.3,8
2008-12-18,1.3,26,-2.3,8
2008-12-19,2.4,25,2.1,7
2008-12-20,1.4,24,-0.4,8
2008-12-21,2.4,26,-1.3,8
2008-12-22,2.1,29,-1.8,8
2008-12-23,0.5,31,-4.2,8
2008-12-24,-1,31,-9.9,8
2008-12-25,-1,31,-6.3,8
2008-12-26,-1,30,0.7,8
2008-12-27,-1,29,-3.9,1
2008-12-28,-1,29,-3.2,8
2008-12-29,-1,31,-0.3,7
2008-12-30,-1,30,-4.9,0
2008-12-31,6.3,30,-2.3,8
2009-01-01,-1,37,-13.6,7
2009-01-02,-1,36,-18.8,1
2009-01-03,-1,36,-12.9,7
2009-01-04,-1,36,-20.9,1
2009-01-05,0.3,35,-14.8,7
2009-01-06,-1,36,-16.7,7
2009-01-07,1.3,36,-27.9,3
2009-01-08,1.3,37,-27.5,9
2009-01-09,0.2,42,-14.2,8
2009-01-10,-1,42,-8.6,3
2009-01-11,-1,41,-0.4,1
2009-01-12,4.2,38,2.1,8
2009-01-13,0.9,34,-3.9,7
2009-01-14,0.4,36,-12.6,8
2009-01-15,-1,37,-29.1,1
2009-01-16,-1,36,-30.8,0
2009-01-17,-1,36,-6.5,8
2009-01-18,-1,36,-12.7,8
2009-01-19,-1,36,-18.1,8
2009-01-20,-1,35,-10.6,7
2009-01-21,0.9,33,-7.3,8
2009-01-22,-1,36,-4.3,8
2009-01-23,0.2,36,-5.8,8
2009-01-24,-1,36,-18.4,8
2009-01-25,-1,36,-13.5,8
2009-01-26,-1,36,-8.5,8
2009-01-27,1.2,36,-7.3,8
2009-01-28,2.6,39,-7.1,8
2009-01-29,0.5,40,-7.2,8
2009-01-30,-1,40,-16.8,8
2009-01-31,0.7,41,-11.5,8
2009-02-01,-1,41,-7.4,8
2009-02-02,-1,40,-7.3,3
2009-02-03,3.8,40,-3.2,8
2009-02-04,2.1,43,-9.2,8
2009-02-05,-1,49,-20,8
2009-02-06,0.3,48,-21.4,7
2009-02-07,2.1,48,-19,8
2009-02-08,5.2,50,-15.2,8
2009-02-09,5.1,55,-9.7,8
2009-02-10,-1,60,-4.3,7
2009-02-11,-1,59,-6.1,8
2009-02-12,-1,58,-7.4,8
2009-02-13,-1,57,-9.1,8
2009-02-14,0.7,55,-14.5,8
2009-02-15,-1,56,-23.6,0
2009-02-16,-1,56,-24.4,8
2009-02-17,-1,56,-22.8,8
2009-02-18,-1,55,-22.7,0
2009-02-19,0.9,54,-10.9,7
2009-02-20,-1,55,-6.4,7
2009-02-21,-1,57,-6.9,8
2009-02-22,-1,56,-7.7,7
2009-02-23,0.3,56,-10,7
2009-02-24,0.9,57,-9.4,7
2009-02-25,-1,57,-9,7
2009-02-26,-1,56,-10.5,3
2009-02-27,-1,56,-18.1,0
2009-02-28,-1,56,-15.2,5
2009-03-01,-1,56,-22.8,0
2009-03-02,1.9,56,-14.9,0
2009-03-03,0.7,58,-5.8,8
2009-03-04,-1,58,-4.1,8
2009-03-05,-1,58,-3.7,8
2009-03-06,-1,58,-4.1,8
2009-03-07,-1,57,-8.8,0
2009-03-08,-1,57,-9.3,8
2009-03-09,-1,57,-8.1,8
2009-03-10,-1,57,-8.6,8
2009-03-11,-1,57,-14.3,0
2009-03-12,-1,57,-13.2,0
2009-03-13,-1,57,-2.5,8
2009-03-14,0.5,57,-0.6,8
2009-03-15,-1,58,0.1,8
2009-03-16,0.9,57,-0.1,8
2009-03-17,-1,58,-1.7,7
2009-03-18,-1,57,-4.7,7
2009-03-19,6.2,57,-6.7,7
2009-03-20,-1,67,-1.4,9
2009-03-21,-1,65,-4.4,3
2009-03-22,-1,64,-11,0
2009-03-23,-1,63,-14.8,0
2009-03-24,0.5,62,-13.9,7
2009-03-25,0.9,62,-14,7
2009-03-26,-1,61,-14.6,9
2009-03-27,-1,63,-13.8,0
2009-03-28,0.2,63,-13.4,0
2009-03-29,1.7,62,-7.9,0
2009-03-30,1.9,65,-1.8,8
2009-03-31,0.9,67,-1.5,7
2009-04-01,-1,66,-3.1,7
2009-04-02,-1,66,-6.8,7
2009-04-03,-1,65,-11.9,7
2009-04-04,-1,65,-10.4,0
2009-04-05,-1,64,-8.7,0
2009-04-06,-1,64,-7.4,7
2009-04-07,0.3,64,-12.6,0
2009-04-08,0.3,64,-10.7,0
2009-04-09,0.4,63,-4.4,0
2009-04-10,-1,63,0.1,7
2009-04-11,-1,62,1.4,8
2009-04-12,0.5,59,2.7,0
2009-04-13,0.1,56,2.9,5
2009-04-14,-1,51,1,8
2009-04-15,-1,46,-2.9,0
2009-04-16,0.6,46,-3.1,0
2009-04-17,4.3,45,-1.2,7
2009-04-18,-1,51,-4.1,8
2009-04-19,5.5,49,-5.1,7
2009-04-20,-1,56,-4.2,7
2009-04-21,-1,54,-2.4,1
2009-04-22,0.4,51,2,8
2009-04-23,-1,46,3.7,0
2009-04-24,0.3,44,3.3,8
2009-04-25,-1,41,4.9,1
2009-04-26,-1,39,7.1,0
2009-04-27,12.3,36,3.8,7
2009-04-28,-1,45,0.9,8
2009-04-29,0.2,38,1.4,8
2009-04-30,-1,36,2.8,0
2009-05-01,-1,32,6.1,1
2009-05-02,-1,27,6.8,0
2009-05-03,1.2,21,8.2,7
2009-05-04,3.3,13,6.3,8
2009-05-05,0.8,7,2.5,7
2009-05-06,1.4,4,1.8,8
2009-05-07,2,-1,3.8,7
2009-05-08,2.7,-1,4.1,0
2009-05-09,3.6,-1,7.4,1
2009-05-10,-1,-1,7.1,8
2009-05-11,-1,-1,7.3,7
2009-05-12,-1,-1,6.6,3
2009-05-13,-1,-1,4.1,1
2009-05-14,-1,-1,6,3
2009-05-15,-1,-1,5.3,5
2009-05-16,-1,-1,5.1,8
2009-05-17,-1,-1,9,1
2009-05-18,-1,-1,7,0
2009-05-19,0.9,-1,4,0
2009-05-20,-1,-1,6.7,7
2009-05-21,3.3,-1,9.4,7
2009-05-22,5.4,-1,9.4,7
2009-05-23,-1,-1,11.6,5
2009-05-24,-1,-1,12.5,7
2009-05-25,0.2,-1,11.4,7
2009-05-26,0.3,-1,12.4,3
2009-05-27,19.7,-1,8.1,1
2009-05-28,0.6,-1,6.8,7
2009-05-29,-1,-1,9.4,0
2009-05-30,-1,-1,14.8,7
2009-05-31,-1,-1,18.1,3
2009-06-01,-1,-1,12.2,7
2009-06-02,-1,-1,7.6,5
2009-06-03,-1,-1,9.2,8
2009-06-04,-1,-1,6.6,0
2009-06-05,0.9,-1,3.4,7
2009-06-06,0.5,-1,3.2,7
2009-06-07,0.2,-1,3.1,7
2009-06-08,-1,-1,6.4,8
2009-06-09,-1,-1,10.6,7
2009-06-10,-1,-1,13.3,1
2009-06-11,10.1,-1,12.3,7
2009-06-12,-1,-1,15.1,7
2009-06-13,-1,-1,12.8,8
2009-06-14,5.7,-1,13.3,7
2009-06-15,8.9,-1,15.1,7
2009-06-16,13.8,-1,12,8
2009-06-17,0.4,-1,8.6,7
2009-06-18,7.4,-1,6.4,7
2009-06-19,0.3,-1,7,8
2009-06-20,-1,-1,7.8,8
2009-06-21,-1,-1,8.3,8
2009-06-22,-1,-1,12.5,1
2009-06-23,-1,-1,16.3,7
2009-06-24,0.7,-1,15.8,7
2009-06-25,-1,-1,19,0
2009-06-26,-1,-1,20.3,1
2009-06-27,0.5,-1,19.8,7
2009-06-28,-1,-1,13.3,5
2009-06-29,-1,-1,12.9,7
2009-06-30,-1,-1,17,0
2009-07-01,2,-1,19,0
2009-07-02,-1,-1,13.2,8
2009-07-03,3.8,-1,6.6,3
2009-07-04,0.5,-1,5.9,7
2009-07-05,1.1,-1,7.1,8
2009-07-06,0.6,-1,7.5,8
2009-07-07,6,-1,9.5,7
2009-07-08,1.2,-1,11.5,7
2009-07-09,9,-1,14.7,0
2009-07-10,9.4,-1,16,3
2009-07-11,-1,-1,15.7,8
2009-07-12,2.2,-1,18,1
2009-07-13,5.5,-1,17,8
2009-07-14,1.2,-1,15,7
2009-07-15,1,-1,16.5,7
2009-07-16,13,-1,14.6,5
2009-07-17,0.6,-1,13.5,7
2009-07-18,0.5,-1,9.8,7
2009-07-19,0.3,-1,11,3
2009-07-20,7,-1,14.6,3
2009-07-21,6.6,-1,12.8,7
2009-07-22,-1,-1,14.6,8
2009-07-23,-1,-1,15.3,0
2009-07-24,-1,-1,17.1,1
2009-07-25,-1,-1,16.9,0
2009-07-26,-1,-1,14,0
2009-07-27,25.9,-1,15.9,3
2009-07-28,-1,-1,18.1,7
2009-07-29,-1,-1,17.1,8
2009-07-30,-1,-1,16.4,1
2009-07-31,-1,-1,16,0
2009-08-01,-1,-1,16.2,0
2009-08-02,-1,-1,15.7,0
2009-08-03,-1,-1,12.8,0
2009-08-04,-1,-1,12,0
2009-08-05,1.1,-1,14.6,0
2009-08-06,13.2,-1,14.2,0
2009-08-07,2.2,-1,16.2,7
2009-08-08,-1,-1,17.6,0
2009-08-09,-1,-1,19,1
2009-08-10,8.6,-1,17,3
2009-08-11,1.7,-1,16.4,5
2009-08-12,5.3,-1,16.3,0
2009-08-13,5.4,-1,12.6,7
2009-08-14,1.3,-1,11.4,0
2009-08-15,-1,-1,11.4,0
2009-08-16,12.2,-1,12,0
2009-08-17,12.6,-1,9.1,7
2009-08-18,-1,-1,9.4,7
2009-08-19,8.8,-1,7.8,7
2009-08-20,-1,-1,9.3,1
2009-08-21,-1,-1,14.5,8
2009-08-22,-1,-1,15.2,0
2009-08-23,-1,-1,15.9,1
2009-08-24,3.2,-1,12.8,0
2009-08-25,0.6,-1,10.6,7
2009-08-26,0.2,-1,9.6,0
2009-08-27,-1,-1,11.8,1
2009-08-28,0.5,-1,13.4,3
2009-08-29,3,-1,14.5,7
2009-08-30,10,-1,13,8
2009-08-31,5.8,-1,12.1,7
2009-09-01,1.3,-1,13.1,1
2009-09-02,2.5,-1,17.5,8
2009-09-03,0.2,-1,13.5,3
2009-09-04,4.5,-1,11.6,0
2009-09-05,-1,-1,14.4,7
2009-09-06,27.2,-1,12.4,7
2009-09-07,2.9,-1,11,8
2009-09-08,4,-1,11.4,7
2009-09-09,3.8,-1,12,0
2009-09-10,-1,-1,11.4,0
2009-09-11,5.4,-1,6.5,0
2009-09-12,6.3,-1,9.8,7
2009-09-13,0.3,-1,9.2,7
2009-09-14,-1,-1,10.3,0
2009-09-15,-1,-1,11,8
2009-09-16,12.7,-1,10.1,8
2009-09-17,0.7,-1,5.8,7
2009-09-18,-1,-1,2.4,0
2009-09-19,-1,-1,4.8,7
2009-09-20,-1,-1,9.5,1
2009-09-21,-1,-1,9.5,8
2009-09-22,2,-1,8.3,5
2009-09-23,-1,-1,10.1,7
2009-09-24,5.6,-1,6.8,7
2009-09-25,4.7,-1,3.9,8
2009-09-26,-1,-1,10.2,7
2009-09-27,5,-1,9,0
2009-09-28,11.6,-1,3.3,7
2009-09-29,-1,-1,1.4,7
2009-09-30,-1,-1,-0.6,0
2009-10-01,0.2,-1,-0.2,8
2009-10-02,-1,-1,-1.4,7
2009-10-03,-1,-1,-1.6,0
2009-10-04,4,-1,1.4,7
2009-10-05,2.2,-1,0.7,8
2009-10-06,0.4,-1,-0.4,7
2009-10-07,6.7,-1,-1.4,0
2009-10-08,-1,3,-0.3,8
2009-10-09,-1,3,-1.6,3
2009-10-10,-1,3,-1.7,0
2009-10-11,-1,4,-5.7,3
2009-10-12,-1,4,-8.8,0
2009-10-13,-1,4,-5.7,7
2009-10-14,-1,4,-6.4,7
2009-10-15,2.1,4,1.5,7
2009-10-16,18,0,0.6,8
2009-10-17,-1,6,-1,9
2009-10-18,0.2,6,-4.3,0
2009-10-19,-1,6,-0.4,7
2009-10-20,-1,6,0,7
2009-10-21,-1,6,1.1,8
2009-10-22,-1,6,1,8
2009-10-23,-1,6,-0.7,8
2009-10-24,-1,5,-1.5,8
2009-10-25,-1,5,-2.5,7
2009-10-26,1.9,5,-1.7,8
2009-10-27,0.3,7,-1,8
2009-10-28,-1,7,-1.6,8
2009-10-29,-1,8,-7,0
2009-10-30,-1,8,-8.4,7
2009-10-31,-1,8,-5.1,8
2009-11-01,-1,8,0.1,8
2009-11-02,-1,7,1.5,8
2009-11-03,-1,7,0.7,8
2009-11-04,-1,6,-0.7,7
2009-11-05,-1,6,-4.3,8
2009-11-06,0.2,6,-3.6,8
2009-11-07,1.5,6,-4.6,1
2009-11-08,1.8,8,-2.1,8
2009-11-09,-1,10,0.4,7
2009-11-10,-1,9,-1.3,8
2009-11-11,3.4,9,-2.9,5
2009-11-12,-1,15,-5.4,8
2009-11-13,-1,14,-4.2,8
2009-11-14,0.2,13,-5.9,7
2009-11-15,1.5,13,-6.1,8
2009-11-16,0.8,14,0,8
2009-11-17,0.6,13,-1.3,8
2009-11-18,0.3,13,-1.4,8
2009-11-19,-1,13,-0.8,7
2009-11-20,0.3,14,-1.2,8
2009-11-21,6.1,14,0.1,8
2009-11-22,0.2,17,-2.2,8
2009-11-23,8.2,17,-2.5,8
2009-11-24,2.7,25,0,7
2009-11-25,0.2,26,-2,8
2009-11-26,2.8,26,-2.3,8
2009-11-27,2.9,29,0,8
2009-11-28,-1,25,1.6,8
2009-11-29,0.8,22,-0.1,7
2009-11-30,5.5,22,-1.4,7
2009-12-01,3.9,23,0.5,8
2009-12-02,1.2,22,-2.3,0
2009-12-03,-1,24,-7.4,5
2009-12-04,-1,24,-17.2,7
2009-12-05,3.2,24,-11.8,0
2009-12-06,0.2,28,-5,8
2009-12-07,-1,28,-2.9,8
2009-12-08,-1,27,-1,8
2009-12-09,3.3,27,-1.1,7
2009-12-10,1.1,32,-1,8
2009-12-11,1.5,32,-1.5,8
2009-12-12,0.3,31,-3.8,8
2009-12-13,-1,32,-19,7
2009-12-14,-1,31,-22.2,7
2009-12-15,-1,32,-20.9,7
2009-12-16,-1,31,-30.4,8
2009-12-17,2.2,31,-20.1,1
2009-12-18,-1,37,-8.8,8
2009-12-19,2.6,35,-6.4,7
2009-12-20,0.5,37,-20.2,7
2009-12-21,1.8,37,-12.6,3
2009-12-22,1,39,-13.8,8
2009-12-23,1.5,39,-11.1,7
2009-12-24,1,38,-14.4,7
2009-12-25,0.8,37,-25.7,7
2009-12-26,2,37,-27.5,3
2009-12-27,0.6,38,-12.3,7
2009-12-28,2.3,42,-18.9,8
2009-12-29,0.9,41,-10.9,7
2009-12-30,1.7,40,-11,7
2009-12-31,0.5,42,-12.2,8
2010-01-01,0.8,41,-16.7,8
2010-01-02,7.8,41,-31.3,1
2010-01-03,-1,42,-24.1,7
2010-01-04,-1,42,-23.1,7
2010-01-05,4.2,42,-27.1,7
2010-01-06,-1,44,-17.8,8
2010-01-07,2.9,44,-31,8
2010-01-08,0.4,44,-31.4,0
2010-01-09,1.6,43,-27.7,7
2010-01-10,2.8,43,-10,8
2010-01-11,-1,42,-9.2,1
2010-01-12,-1,42,-10.1,8
2010-01-13,-1,42,-8,8
2010-01-14,-1,42,-8.7,7
2010-01-15,-1,41,-14.4,8
2010-01-16,-1,41,-8,8
2010-01-17,-1,41,-3.5,8
2010-01-18,-1,41,-8.4,8
2010-01-19,-1,41,-17.4,7
2010-01-20,-1,41,-8.7,8
2010-01-21,-1,41,-8.9,8
2010-01-22,-1,40,-26.8,7
2010-01-23,-1,41,-28.6,8
2010-01-24,-1,41,-16.9,7
2010-01-25,-1,42,-14.4,8
2010-01-26,-1,43,-11,8
2010-01-27,-1,44,-13.4,7
2010-01-28,-1,43,-23.5,0
2010-01-29,-1,43,-18.3,7
2010-01-30,-1,44,-15.9,8
2010-01-31,0.9,44,-14.5,8
2010-02-01,1.9,48,-12.3,7
2010-02-02,2.2,50,-7.3,7
2010-02-03,5.2,51,-6.3,7
2010-02-04,3.3,55,-14.7,8
2010-02-05,0.5,58,-6.7,8
2010-02-06,2.7,57,-4.9,7
2010-02-07,0.2,61,-7.3,9
2010-02-08,0.7,60,-11,7
2010-02-09,-1,61,-11.8,8
2010-02-10,-1,60,-19.2,8
2010-02-11,-1,61,-19.8,7
2010-02-12,-1,62,-25,7
2010-02-13,1.6,61,-11.8,3
2010-02-14,1.7,62,-10.6,8
2010-02-15,-1,65,-10.2,8
2010-02-16,-1,64,-23.9,1
2010-02-17,-1,64,-31.5,1
2010-02-18,-1,63,-31.5,7
2010-02-19,-1,62,-32.2,5
2010-02-20,-1,62,-29.7,8
2010-02-21,0.8,61,-31.5,7
2010-02-22,2.8,62,-20.1,7
2010-02-23,-1,62,-24.5,7
2010-02-24,0.9,63,-16.6,5
2010-02-25,-1,64,-19.3,7
2010-02-26,1.1,64,-20.5,1
2010-02-27,6.8,65,-12.4,5
2010-02-28,6.4,73,-6.9,7
2010-03-01,6.8,77,-4.6,8
2010-03-02,9.6,82,-3.8,8
2010-03-03,1.3,92,-4.3,8
2010-03-04,-1,91,-9.6,7
2010-03-05,0.2,89,-16.7,0
2010-03-06,-1,86,-13.6,8
2010-03-07,0.4,85,-17.1,0
2010-03-08,1.2,85,-3.8,8
2010-03-09,-1,83,-8.8,8
2010-03-10,-1,82,-17.6,0
2010-03-11,-1,82,-11.8,7
2010-03-12,-1,81,-15.3,0
2010-03-13,0.3,80,-11.5,0
2010-03-14,0.3,80,-11.9,3
2010-03-15,-1,80,-15.7,7
2010-03-16,-1,79,-17.4,8
2010-03-17,-1,79,-14.6,0
2010-03-18,-1,78,-16.7,0
2010-03-19,1.1,78,-13.4,0
2010-03-20,5.1,78,-5.7,7
2010-03-21,-1,84,-8.8,8
2010-03-22,1,83,-8.6,5
2010-03-23,-1,83,-4.9,7
2010-03-24,-1,82,-8.5,1
2010-03-25,1.1,82,-11.3,7
2010-03-26,0.9,84,-6.2,7
2010-03-27,3.1,84,-4,8
2010-03-28,5.5,87,-5.4,7
2010-03-29,4.6,95,-3.7,8
2010-03-30,1,98,-3,7
2010-03-31,0.4,97,-2.5,8
2010-04-01,-1,96,-0.9,0
2010-04-02,-1,91,2.2,5
2010-04-03,1.2,86,2.3,0
2010-04-04,3.1,81,2.3,7
2010-04-05,1,78,2.3,9
2010-04-06,7.1,75,2.6,8
2010-04-07,2.6,72,1.5,8
2010-04-08,-1,69,1.4,8
2010-04-09,1.6,65,2.5,7
2010-04-10,1.5,60,2.1,8
2010-04-11,-1,55,1.8,7
2010-04-12,1.3,51,3.9,1
2010-04-13,0.3,47,2.9,7
2010-04-14,0.4,43,0.1,1
2010-04-15,3,43,1.7,8
2010-04-16,0.6,41,1.2,7
2010-04-17,0.6,40,-0.3,7
2010-04-18,2,40,-0.1,7
2010-04-19,-1,40,1.4,7
2010-04-20,-1,39,-0.4,0
2010-04-21,-1,38,0.1,3
2010-04-22,1,36,0.8,5
2010-04-23,-1,36,-0.2,7
2010-04-24,0.2,37,0.1,7
2010-04-25,-1,36,-1.1,7
2010-04-26,0.9,36,1.8,0
2010-04-27,1.4,33,3.2,7
2010-04-28,-1,32,1.1,1
2010-04-29,-1,31,1.2,0
